train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features,warm_start
1.6254497020469487,2.0014409353282625,2.8093005203093275,3.769410991217668,100,10,5,4,False
1.6078088345945736,2.000636919567942,2.7594210595196964,3.78915220579934,100,10,5,6,False
1.6067643685321438,2.008890908022474,2.7382386034039996,3.789580990094006,100,10,5,8,False
1.615849431460705,2.030768572026799,2.7364219490233403,3.8139153980074543,100,10,5,10,False
1.7719132102742428,2.1130668290572987,3.103424613510007,3.8868182307855954,100,10,10,2,False
1.6496686951659756,2.003052054676688,2.8775243034912155,3.772701502451997,100,10,10,4,False
1.6362146066737837,2.001899044864542,2.8338301930112397,3.790071596391749,100,10,10,6,False
1.6357887699975615,2.0121336575782953,2.8168821573007987,3.8017031817157787,100,10,10,8,False
1.6370186429946916,2.0329890994856052,2.8053227939473127,3.8225477812067945,100,10,10,10,False
1.8162281899612434,2.1265560359766136,3.188023006278595,3.89383805986289,100,10,20,2,False
1.6958808505084197,2.016280502362934,2.984139047551708,3.7951507436834024,100,10,20,4,False
1.6800593338407894,2.0201951153352717,2.9335860687263655,3.80764811499615,100,10,20,6,False
1.681161472091874,2.0304872996193577,2.9290990283791682,3.8308342649488223,100,10,20,8,False
1.685594324947513,2.0459031847394127,2.9149076462173493,3.8517387933564557,100,10,20,10,False
1.035971520640726,1.858011521563609,1.7809916420107639,3.5622534198655096,100,15,2,2,False
0.9632818337274965,1.8312783217820472,1.6341805562345986,3.576108768810247,100,15,2,4,False
0.9644454331024996,1.8477797764183395,1.625669652602667,3.604487821341558,100,15,2,6,False
0.9634961100402819,1.8599631818683386,1.6205566785740746,3.6225592662471513,100,15,2,8,False
0.9655136855494074,1.892461467552764,1.621857292476632,3.6752842070155785,100,15,2,10,False
1.1156175558863786,1.867946792850592,1.9837744327195634,3.586944146395018,100,15,5,2,False
1.0339443594017856,1.840572641543193,1.83447722186395,3.5853130763306966,100,15,5,4,False
1.0225454581770148,1.85458626835812,1.8117126959147642,3.625757003593722,100,15,5,6,False
1.0263584602488522,1.871909695334549,1.8053475812945217,3.6567450443369536,100,15,5,8,False
1.0235237811089646,1.8935339675142269,1.7972051063691834,3.689782294221497,100,15,5,10,False
1.2634662886894579,1.9078444799659635,2.272920715058143,3.630335798236601,100,15,10,2,False
1.173699659534458,1.8545387583456912,2.127455307144471,3.606360156632544,100,15,10,4,False
1.1543931333896034,1.8710694191367938,2.08714917590322,3.6389672737147345,100,15,10,6,False
1.143694843655886,1.8782330697389482,2.0617593077581815,3.660633447027824,100,15,10,8,False
1.1418495922738876,1.9044377527084628,2.0614940857063515,3.7003133838612077,100,15,10,10,False
1.4493447051777895,1.9558562809079194,2.6146111475121874,3.7010809443114288,100,15,20,2,False
1.3563475022558042,1.8980678891399823,2.4573807218022887,3.663475738520492,100,15,20,4,False
1.3284137225825037,1.9060873831278018,2.412240357895234,3.700040246489195,100,15,20,6,False
1.3224492119709783,1.9254786596752278,2.400920285151749,3.7199959753551246,100,15,20,8,False
1.319033220437689,1.9450475070575248,2.390496577644052,3.75715987755601,100,15,20,10,False
0.7231316878398942,1.800363580511128,1.3076271545674816,3.5267836312386476,100,20,2,2,False
0.6994243775298074,1.7947506543374612,1.286965682726795,3.5349655445648516,100,20,2,4,False
0.7018867542963912,1.8069983989561893,1.3014883333709888,3.5911415443696852,100,20,2,6,False
0.7085200530451813,1.8284045261369077,1.310534749947277,3.6165844949606507,100,20,2,8,False
0.7174001668105315,1.8613048733658033,1.3259386858396074,3.6613835219960897,100,20,2,10,False
0.8835545157414854,1.8180828630109658,1.6567652333310692,3.5449331358697336,100,20,5,2,False
0.8197699494713016,1.7992311060850283,1.5757951883492405,3.5585442265014136,100,20,5,4,False
0.8064002352859377,1.8232566279842668,1.5618965059521837,3.606018836917069,100,20,5,6,False
0.8077579669496275,1.8420426172327578,1.5628484578578612,3.641445983501423,100,20,5,8,False
0.8068053702225427,1.8613877060715258,1.5638492327093172,3.6704741322950705,100,20,5,10,False
1.107149026072861,1.8627340500735867,2.058859655312933,3.5936485242644123,100,20,10,2,False
1.0267516257762768,1.8280444601727166,1.940878172344619,3.588552599524897,100,20,10,4,False
1.0036965091328003,1.845952813364109,1.9179770791792077,3.6238504020562146,100,20,10,6,False
0.994967673941283,1.8649426126471296,1.9027511910377481,3.6569268704824904,100,20,10,8,False
0.9923600375207206,1.8865571780258992,1.8976771366196845,3.6949500811821583,100,20,10,10,False
1.3675170105310406,1.9277299371061596,2.5030703779415475,3.687184790663522,100,20,20,2,False
1.2820953981910168,1.8864135848381447,2.3721638114022143,3.662985045862409,100,20,20,4,False
1.2595820187452833,1.896372447370012,2.335850614244183,3.6970941883758095,100,20,20,6,False
1.2428148105603503,1.908248097800968,2.3084008376803316,3.7105734594182396,100,20,20,8,False
1.2448675033679775,1.9275099257375523,2.3115285012246876,3.7447025667947056,100,20,20,10,False
0.6629712810513567,1.794417947068172,1.2449488304830862,3.5065872547117425,100,25,2,2,False
0.6582328506961143,1.7888161101104674,1.246505634089998,3.527719231901382,100,25,2,4,False
0.663804380727392,1.8066206876709654,1.2685640164785252,3.578459505765766,100,25,2,6,False
0.6690938249015501,1.8476902521155552,1.2832009007666998,3.639755290292735,100,25,2,8,False
0.677701594867562,1.8635818804020723,1.2966628496314976,3.6710438670069108,100,25,2,10,False
0.84074245171518,1.8152783458213002,1.6193423448195476,3.5367807574252486,100,25,5,2,False
0.7860541152437686,1.8000481534050765,1.5453643907578678,3.557016271715432,100,25,5,4,False
0.777143580276161,1.8194710494573063,1.5403237092659403,3.574728574036095,100,25,5,6,False
0.7784683790301322,1.8453837244831433,1.5384969154793633,3.6434940962843005,100,25,5,8,False
0.7776241477293404,1.8535004669109572,1.5403274072802355,3.648009802592995,100,25,5,10,False
1.0882983991118542,1.8587450717299474,2.0374035961623953,3.594324722779365,100,25,10,2,False
1.0117557962082335,1.8399853887045143,1.9333934685007106,3.5968760400621633,100,25,10,4,False
0.988439858591168,1.8472096298860479,1.9035246156465764,3.63851297916596,100,25,10,6,False
0.9814453977727845,1.8645125032472554,1.9042687133627656,3.663517554116998,100,25,10,8,False
0.9739875590476593,1.8828737345186448,1.8883744686243769,3.684384649540383,100,25,10,10,False
1.3629520241411484,1.9266755307831402,2.4951927881173694,3.6859108581699234,100,25,20,2,False
1.2788238736615307,1.8810759115818843,2.3741581433304213,3.6664596916397922,100,25,20,4,False
1.2520250225000882,1.8902486133064902,2.3305624433876475,3.6782253514247083,100,25,20,6,False
1.238631515646375,1.908485127953069,2.30545331933516,3.7180100603290205,100,25,20,8,False
1.2339936479948972,1.9192246567546887,2.3012040554341073,3.7409088820610137,100,25,20,10,False
0.6592669666973486,1.8070403025283905,1.241432900899605,3.5321830478379503,100,30,2,2,False
0.6547179029151954,1.8030769754978793,1.2473110076737202,3.5575033024114355,100,30,2,4,False
0.660212102921697,1.8117672860011542,1.259266824330535,3.576761788296191,100,30,2,6,False
0.6656590585519631,1.8438412352339049,1.2787848746649195,3.6324894302404696,100,30,2,8,False
0.6739417486704707,1.8586073100454326,1.2869694811483379,3.6455773862611327,100,30,2,10,False
0.8365011815760247,1.8131475293522776,1.6125168580776994,3.520914476103637,100,30,5,2,False
0.7835829412391755,1.7943803136688796,1.5420014729081006,3.5381376351588667,100,30,5,4,False
0.7759521057504145,1.8183653105966662,1.5356905650384343,3.600886264597115,100,30,5,6,False
0.7724936599222881,1.83831814926917,1.5323851838037237,3.6155853761579677,100,30,5,8,False
0.7746273443895444,1.8558927035502726,1.5411979014651334,3.6550162491627836,100,30,5,10,False
1.0886364379169695,1.8589419686278987,2.043312261221226,3.589269471389134,100,30,10,2,False
1.0116948229090146,1.8334194624901337,1.9329086780425868,3.5994017917710477,100,30,10,4,False
0.9835886506043277,1.8346889086724791,1.8991691758552705,3.604830023625163,100,30,10,6,False
0.9771655401758812,1.8609439458785924,1.8898690933973548,3.6645569437559327,100,30,10,8,False
0.9715306860309216,1.8810555837786218,1.8853975582031204,3.6849269445253356,100,30,10,10,False
1.3625730867097594,1.9205491290291994,2.5011191548337335,3.6730762409116187,100,30,20,2,False
1.2758927375199873,1.8803919729859921,2.3687780486054253,3.663565846584776,100,30,20,4,False
1.2515109885345803,1.894795086064354,2.327451007423044,3.6880740633338505,100,30,20,6,False
1.2396447703512659,1.9029403461749932,2.310852101324025,3.710567448667235,100,30,20,8,False
1.235399758029152,1.9205832651876205,2.3041450551534344,3.738129657195521,100,30,20,10,False
2.8074057330986233,2.95562290111936,4.566356228928789,4.872078281206386,200,5,2,2,False
2.41231634024854,2.544912233682741,4.076289150820957,4.380918972385086,200,5,2,4,False
2.3433802534043298,2.465931049285422,3.9858896446365937,4.2734025107020095,200,5,2,6,False
2.3354877453209957,2.4446025561570406,3.9696220476096644,4.248360860142483,200,5,2,8,False
2.368957531811382,2.4726823959170496,4.0004611495784435,4.273690086930194,200,5,2,10,False
2.8084751061276574,2.9572210999154636,4.567730960224471,4.8742118447024145,200,5,5,2,False
2.4124878011507174,2.545520614356202,4.076476864025675,4.3820424414904435,200,5,5,4,False
2.342950369657256,2.4656239271391964,3.985529760908528,4.273275075259196,200,5,5,6,False
2.3354877453209957,2.4446025561570406,3.9696220476096644,4.248360860142483,200,5,5,8,False
2.368957531811382,2.4726823959170496,4.0004611495784435,4.273690086930194,200,5,5,10,False
2.815942221454722,2.963300471575704,4.579258865225261,4.881052075763725,200,5,10,2,False
2.412097416199553,2.544581352446093,4.075753189523389,4.381172331106318,200,5,10,4,False
2.342950369657256,2.4656239271391964,3.985529760908528,4.273275075259196,200,5,10,6,False
2.3354877453209957,2.4446025561570406,3.9696220476096644,4.248360860142483,200,5,10,8,False
2.368957531811382,2.4726823959170496,4.0004611495784435,4.273690086930194,200,5,10,10,False
2.813266663543183,2.9597068868131315,4.5784530359611795,4.8768111621473915,200,5,20,2,False
2.412592742269736,2.545027627534843,4.076570908094089,4.381637697585517,200,5,20,4,False
2.3430302695636267,2.4657896866081788,3.9857307689868473,4.273695099855087,200,5,20,6,False
2.3356080664215773,2.4448105046686237,3.9696174579810193,4.248487540241105,200,5,20,8,False
2.368964653943842,2.4727101010023564,4.000474552390295,4.273649970320982,200,5,20,10,False
1.7369474553037627,2.106625875164524,3.008767312652622,3.8613227301265294,200,10,2,2,False
1.6060476175022924,1.9950731204137797,2.7472420803299316,3.761870492786956,200,10,2,4,False
1.5944595009606726,1.9912361329954635,2.7051159839351464,3.766587601500595,200,10,2,6,False
1.5940758810831142,2.005074755802344,2.692588238320843,3.786162310091231,200,10,2,8,False
1.6026090243144675,2.0291594891619655,2.689147627005091,3.820807285203859,200,10,2,10,False
1.748135398638304,2.0985649077753394,3.0450916178937497,3.8634934820786855,200,10,5,2,False
1.622393312065892,1.9959891463322494,2.8024004290398192,3.7602482164196402,200,10,5,4,False
1.6028732405622033,1.9986301361110739,2.747657108738725,3.7826138085724965,200,10,5,6,False
1.6040395651258406,2.007933072878023,2.733416062716574,3.78940436735683,200,10,5,8,False
1.6132467852492387,2.027140758854123,2.732581837135037,3.811707525873877,200,10,5,10,False
1.7707873813521406,2.110287857536004,3.101753430717602,3.883014856265556,200,10,10,2,False
1.6462938968980465,2.002366629496159,2.8693886860242293,3.7666953629227957,200,10,10,4,False
1.6299030730241613,2.000652131718082,2.8217862298928993,3.7852798384932678,200,10,10,6,False
1.6305903458949293,2.0124771968587107,2.812269726220669,3.803617405459808,200,10,10,8,False
1.6381738565915027,2.0329937379294996,2.806628777930083,3.8242150938174735,200,10,10,10,False
1.8169380262795676,2.1258005994513884,3.192186139878906,3.89812875060469,200,10,20,2,False
1.69554607790217,2.020012449074645,2.9826634890714767,3.8016843555214295,200,10,20,4,False
1.673699285004123,2.0138333840566287,2.924715494346613,3.805599864879759,200,10,20,6,False
1.677128871683666,2.026921542311475,2.9212772117397874,3.8294114847111143,200,10,20,8,False
1.684631980826217,2.049596216822587,2.9164864963709154,3.850844158655231,200,10,20,10,False
1.0293940367467944,1.8502051834519904,1.7711039164225588,3.559200875487979,200,15,2,2,False
0.9603855471384942,1.8245486283240304,1.6262189087716885,3.5655330408769905,200,15,2,4,False
0.9570017920933522,1.8406834648966797,1.6142695431003107,3.59670023256597,200,15,2,6,False
0.9589145439995145,1.8632172055085678,1.6129022264517836,3.6355267174596855,200,15,2,8,False
0.9615488920586578,1.886156516154668,1.614277512422195,3.666356740230563,200,15,2,10,False
1.1134233397654054,1.8619949550548651,1.9805377036346508,3.581315358662641,200,15,5,2,False
1.030857282743985,1.828471459345961,1.829035720440692,3.5695239109276087,200,15,5,4,False
1.0161944362871025,1.8452924959700037,1.797596921200783,3.620954858165946,200,15,5,6,False
1.0197435718200683,1.8624532332001353,1.7958075700253913,3.6471639339165285,200,15,5,8,False
1.0164615985960754,1.887700579334576,1.78623635711423,3.6790666958866076,200,15,5,10,False
1.2607595252778816,1.9007683597138718,2.2716543208467717,3.6333460252877594,200,15,10,2,False
1.1665680781267154,1.8495492683289518,2.1106533339124844,3.6073572477900058,200,15,10,4,False
1.1450206529415534,1.861006200171165,2.071319892576689,3.629656562571497,200,15,10,6,False
1.1388960460508115,1.880005597549102,2.058027137567474,3.668563631381685,200,15,10,8,False
1.139068995597681,1.904642591063361,2.0566927894476823,3.698088531549893,200,15,10,10,False
1.4436171507254112,1.949029007966388,2.6073995163477877,3.7013293955434166,200,15,20,2,False
1.3507017051969152,1.8934966639103867,2.4508778591985694,3.662975378872077,200,15,20,4,False
1.3220407136836445,1.9000279396112545,2.4020336114744114,3.686041658524113,200,15,20,6,False
1.3173743617789386,1.9211020277560713,2.390253554177607,3.726931444665811,200,15,20,8,False
1.3164350230742954,1.9399477740501523,2.384041656512901,3.7501802486890328,200,15,20,10,False
0.7141517045833458,1.7973235239908123,1.2939865644331947,3.510419646660486,200,20,2,2,False
0.6945431589604597,1.785128785937688,1.2772106117426216,3.523578089374965,200,20,2,4,False
0.6953247466438063,1.8074097454854958,1.2876348191767861,3.5871768223046265,200,20,2,6,False
0.7018320214069668,1.8231069367962394,1.300904138936386,3.6107910624184054,200,20,2,8,False
0.7076483301861566,1.8541934137484388,1.3112200967240166,3.645081329647193,200,20,2,10,False
0.8722267954508723,1.8131177547506347,1.6447373605924913,3.5306538105326166,200,20,5,2,False
0.8115485972714503,1.7887977882006763,1.5625516882915471,3.5418129606849416,200,20,5,4,False
0.7998940475379906,1.8118085131496726,1.5499904287294088,3.5833422790060196,200,20,5,6,False
0.7990096315223658,1.8380874630543942,1.553949201332496,3.627993033673484,200,20,5,8,False
0.8003646369689714,1.855392005542663,1.5539402420056516,3.659536187806747,200,20,5,10,False
1.0989201349740327,1.8549989883172937,2.049149083564873,3.58575843547612,200,20,10,2,False
1.020490100366096,1.8223364091580572,1.9348747506108044,3.585646597882327,200,20,10,4,False
0.9970745595211775,1.8404536515775796,1.9055318612593848,3.620359608724019,200,20,10,6,False
0.9875223158540132,1.8607244249127544,1.8935127817973485,3.6522567157503425,200,20,10,8,False
0.9874815224140541,1.880009653582022,1.8913452221718008,3.6887485300961833,200,20,10,10,False
1.3635702492085253,1.923038218089485,2.4992957220559355,3.6858526508380236,200,20,20,2,False
1.2778435298081057,1.880891939517915,2.364841229549859,3.6552277023854276,200,20,20,4,False
1.2521840441734948,1.8877385263048374,2.3243599888750013,3.6790233070455782,200,20,20,6,False
1.2375311426229147,1.902040318497016,2.303976226775136,3.7068741872234314,200,20,20,8,False
1.238581172091176,1.9252225730721158,2.302290536643142,3.7395660103089847,200,20,20,10,False
0.652874377547284,1.7874337809177365,1.229550629377776,3.4952068804203744,200,25,2,2,False
0.6493338485836923,1.7843224566484843,1.2361381688095265,3.5164646681233798,200,25,2,4,False
0.6537220582914388,1.7972664556792972,1.2507396473535541,3.5605930359811397,200,25,2,6,False
0.6607232351000935,1.832603370321872,1.2671560495455845,3.623301891788147,200,25,2,8,False
0.6692061431785168,1.8525213207887634,1.280167624082215,3.6518906727527436,200,25,2,10,False
0.8299591527081842,1.8043885486759779,1.6049321503502187,3.5206961797117127,200,25,5,2,False
0.7792259232955453,1.7914021728944363,1.5368738727548799,3.538197548725311,200,25,5,4,False
0.7690007742506683,1.8094832804087952,1.5290280826858622,3.576737847219471,200,25,5,6,False
0.7688284708639352,1.8352076091059377,1.5262058174869026,3.628725065845227,200,25,5,8,False
0.7688022949471273,1.8507857712653244,1.525852405188585,3.6486975553150183,200,25,5,10,False
1.0809389664457982,1.8505316721961214,2.032535531025355,3.5885494283007993,200,25,10,2,False
1.004879355695599,1.826431809690011,1.9272935511260099,3.582987948759317,200,25,10,4,False
0.9806071332874128,1.8365969036489682,1.8941261416594621,3.623870580397477,200,25,10,6,False
0.9724035003436932,1.8578807539098923,1.8872952345654181,3.6586757533686414,200,25,10,8,False
0.9663339904620494,1.8786049445150612,1.8787718764380006,3.683199348037572,200,25,10,10,False
1.3580632002784199,1.9192130146983202,2.4908760441612188,3.677030055496191,200,25,20,2,False
1.2718863437456975,1.878137168135956,2.364578132990661,3.6636584248778594,200,25,20,4,False
1.2444187326294054,1.8849745196077707,2.321536796735341,3.6769917103883403,200,25,20,6,False
1.2326904600356519,1.8983693601007354,2.296097963409022,3.709049546702314,200,25,20,8,False
1.2291320277359148,1.921990502454245,2.292965546151727,3.7434871465217636,200,25,20,10,False
0.6477501435735681,1.7974581039471,1.2238049247995058,3.521161478020007,200,30,2,2,False
0.64586336400954,1.7935104120581182,1.234525308057238,3.544315146558445,200,30,2,4,False
0.6523919317141159,1.8070917743212855,1.248709430513259,3.5818381740940755,200,30,2,6,False
0.6586173958822636,1.8347616366159545,1.2658850777666737,3.6249354341388655,200,30,2,8,False
0.6665708358371414,1.8501416069224825,1.274364029391165,3.6388644088044195,200,30,2,10,False
0.8274511821229673,1.8027399931729424,1.6027663506606082,3.5090268766098225,200,30,5,2,False
0.7766286064363768,1.791016085290795,1.5327805588729604,3.5397456919737635,200,30,5,4,False
0.7681282572048729,1.8110415222722616,1.5253803444623961,3.590657873960945,200,30,5,6,False
0.76413688209486,1.8294209640208774,1.5235266313539597,3.6112989824448443,200,30,5,8,False
0.7673027593749889,1.8541186338994717,1.5278430453752636,3.6556574786294194,200,30,5,10,False
1.0819476070852176,1.847693178650088,2.0355286439898355,3.582864886596443,200,30,10,2,False
1.0038670957422813,1.8221102794577466,1.923795384034682,3.583186244032405,200,30,10,4,False
0.9782742351131872,1.8310637576058473,1.8916220468055531,3.617382476755393,200,30,10,6,False
0.9698430862758557,1.8555837024271131,1.8806751538798059,3.6574951400837583,200,30,10,8,False
0.9649806018475889,1.8744104172283558,1.875649722313323,3.673165393671316,200,30,10,10,False
1.3575822492052365,1.9225450771136463,2.4937260377474355,3.6819762192573635,200,30,20,2,False
1.2702385330158406,1.8782889929204212,2.362559945092145,3.6624191194147073,200,30,20,4,False
1.2452070891990334,1.8882066241871767,2.31899320006234,3.6792480779772903,200,30,20,6,False
1.2336137505140428,1.897612729825434,2.300642942384838,3.7076511549167432,200,30,20,8,False
1.2304898352231382,1.9233498433341658,2.2948495787071184,3.7472281509462944,200,30,20,10,False
2.796324175898853,2.9458144957404224,4.564607554745874,4.872312723892383,300,5,2,2,False
2.412346883522054,2.5473856045129546,4.075340724288674,4.385945638924704,300,5,2,4,False
2.3431280752134533,2.4655985221471513,3.984949109850232,4.272863704107409,300,5,2,6,False
2.3360567338170126,2.4460390215004257,3.9691855053673,4.250324239703597,300,5,2,8,False
2.3681596958791244,2.4729594836417603,4.001974177999214,4.2777461419954586,300,5,2,10,False
2.797045944252949,2.946895297515982,4.565480915323707,4.873711951034991,300,5,5,2,False
2.41249043601043,2.547780674014881,4.0754800012424015,4.386697159072753,300,5,5,4,False
2.3427935835259466,2.4654149060862562,3.9846892410000594,4.2727982893243635,300,5,5,6,False
2.3360567338170126,2.4460390215004257,3.9691855053673,4.250324239703597,300,5,5,8,False
2.3681596958791244,2.4729594836417603,4.001974177999214,4.2777461419954586,300,5,5,10,False
2.801019558994891,2.9497340137366344,4.572763538381078,4.877648224529914,300,5,10,2,False
2.4120632011874914,2.5470103922535525,4.074674529205598,4.3856639659569785,300,5,10,4,False
2.3427810649245497,2.4654714517504788,3.9846890281433143,4.27289801018564,300,5,10,6,False
2.3360567338170126,2.4460390215004257,3.9691855053673,4.250324239703597,300,5,10,8,False
2.3681596958791244,2.4729594836417603,4.001974177999214,4.2777461419954586,300,5,10,10,False
2.79875941041619,2.948034126573493,4.571314436836502,4.874853513377092,300,5,20,2,False
2.4123018656616786,2.5472765138101643,4.074548294326833,4.385511214026661,300,5,20,4,False
2.342918829346314,2.4657559001396656,3.9850350746516794,4.273415662158686,300,5,20,6,False
2.3361377038806475,2.4461974195516003,3.9692077783407407,4.250429050204677,300,5,20,8,False
2.3681639646666732,2.4729779536986314,4.001981803069127,4.27771768187333,300,5,20,10,False
1.7314056996489848,2.0987332424789527,3.0028560752901154,3.8583225847713614,300,10,2,2,False
1.6057563597067555,1.9935660373189676,2.7513072447329696,3.76152372482098,300,10,2,4,False
1.591574837691901,1.9895271995320702,2.7020832606269996,3.764803741851338,300,10,2,6,False
1.5918739283089944,2.002554924688865,2.6888103864642945,3.7871484643832467,300,10,2,8,False
1.600233355390172,2.0278952095681104,2.6838884202712414,3.81608154731526,300,10,2,10,False
1.7447465101344821,2.0971998990600484,3.041300931795221,3.8602755963730853,300,10,5,2,False
1.6205479977688058,1.9945461122918677,2.7995099013606985,3.7565877346510366,300,10,5,4,False
1.601517484811827,1.9973485982360502,2.745685091293308,3.7768286550607835,300,10,5,6,False
1.6016575614064679,2.0066983041430304,2.7294161508831514,3.7842541671581995,300,10,5,8,False
1.6117681461311661,2.0254302393890233,2.7317302252606943,3.8105376464892267,300,10,5,10,False
1.7681967795509,2.1067695064632757,3.0997235060589907,3.878810440698169,300,10,10,2,False
1.6439656223489751,2.0001043836728916,2.866921264763264,3.7642793905422285,300,10,10,4,False
1.6260060354797625,1.9964032262716098,2.816596944001409,3.7797729620749525,300,10,10,6,False
1.6283519327337959,2.009129397790778,2.8095514145815543,3.798939915283517,300,10,10,8,False
1.635672276611973,2.032420125409892,2.8036869893142455,3.82605148281016,300,10,10,10,False
1.8191433928604308,2.1282796696131,3.1991040412880944,3.905196620090357,300,10,20,2,False
1.6940963669703741,2.0157190329676866,2.9785612373497776,3.797256432260409,300,10,20,4,False
1.6724365987390408,2.0116784622189514,2.9239765646433327,3.8034269689868636,300,10,20,6,False
1.674332388622214,2.0241003464957066,2.9196300598382283,3.8236036414872983,300,10,20,8,False
1.6830410544339687,2.0495431156243504,2.9151065193706986,3.8509334791101035,300,10,20,10,False
1.0284239968635818,1.8478034795458305,1.7681258242414117,3.5582478117211314,300,15,2,2,False
0.9595040762993005,1.8226710359286225,1.6254176217868386,3.5627962894313243,300,15,2,4,False
0.9523698097237691,1.8392708730133112,1.6062129695596603,3.594934518012719,300,15,2,6,False
0.9557737717854253,1.8588257965068182,1.6084276013970846,3.628821268998302,300,15,2,8,False
0.9597264211491762,1.8858727197465237,1.6113256308294406,3.6650755990589703,300,15,2,10,False
1.1107783384475465,1.8563286646488717,1.975871677551753,3.577822031674227,300,15,5,2,False
1.0308549291431757,1.825707099444522,1.830111084319726,3.5724389771694605,300,15,5,4,False
1.0140825907139193,1.845124646612183,1.7925715767981558,3.612312673388243,300,15,5,6,False
1.0154406686540938,1.863967218062364,1.7917561614497555,3.6442179598119133,300,15,5,8,False
1.0143127399087328,1.8890778879999954,1.7851198463248585,3.6802603701644823,300,15,5,10,False
1.2597162031261682,1.8923479387329225,2.268291904889455,3.6213813231423675,300,15,10,2,False
1.1653933197867155,1.8489129156797004,2.1089429188695665,3.6039985769583716,300,15,10,4,False
1.1422122599903108,1.8612717066970097,2.066932580555941,3.6326181558674744,300,15,10,6,False
1.1354927219200117,1.8789177017077028,2.053811147977418,3.6655903008085304,300,15,10,8,False
1.138903206934992,1.9032201162995117,2.0560734243752075,3.696732040766535,300,15,10,10,False
1.441468404011238,1.9430157048251135,2.6067875428813814,3.6963464763555702,300,15,20,2,False
1.3494518275977099,1.8901232942859703,2.4483821060136375,3.6629956227474354,300,15,20,4,False
1.3214312169010025,1.8982522153306574,2.402588079837853,3.687565559094703,300,15,20,6,False
1.3146430677253038,1.9174520665365522,2.387667370839264,3.718732184756274,300,15,20,8,False
1.315579264237117,1.939993246964289,2.386022587821423,3.7502004390550163,300,15,20,10,False
0.7107217801624544,1.795977661507118,1.289263036529062,3.504595886525881,300,20,2,2,False
0.691328077044646,1.7786534154831721,1.272371552867236,3.521367137101977,300,20,2,4,False
0.6926151427714204,1.8040323837512917,1.2848417674756352,3.5781603192224374,300,20,2,6,False
0.6985579384278647,1.8228896804893637,1.2971650858251202,3.610398625366556,300,20,2,8,False
0.7050462122478744,1.8512157263752633,1.3073324523020766,3.641394863205985,300,20,2,10,False
0.869112381656463,1.8097690223472873,1.6416346049470179,3.520270301731332,300,20,5,2,False
0.8088858214758137,1.7856125688146964,1.559417976035844,3.534462053528442,300,20,5,4,False
0.7965347357535243,1.8107872822480078,1.5456886182274254,3.582360753035077,300,20,5,6,False
0.7953484848797181,1.834981863495529,1.5486499612555875,3.618806674832879,300,20,5,8,False
0.7984175795520151,1.854948451390022,1.552394092449981,3.657730274579723,300,20,5,10,False
1.0986899196660225,1.8507125344740971,2.0475045554844398,3.589219736485603,300,20,10,2,False
