filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,iou,depth_y,depth_min,depth_mean,depth_x,depth_median,depth_max,depth_mean_trim,width,height
007107.png,car,574.5329,174.2724,700.03827,287.3865,-1.6,11.61,clone,0.8598812029788699,219,1.1825138,1.8630207,693,1.3548231,9.603535,1.3565116,125.50536999999997,113.11410000000001
003542.png,car,219.05179,197.83319,406.00217,323.7362,1.94,8.17,clone,0.5160246151091817,262,0.8148277,1.3395718,219,1.0281904,3.4782932,0.9135928,186.95037999999997,125.90301
001180.png,car,737.9612,182.99554,978.9671,339.54233,-1.88,8.23,clone,0.8472542697311365,338,0.85641474,1.1984597,977,0.90822494,4.066598,0.9299695,241.0059,156.54679
007275.png,car,315.8613,190.31482,529.3777,340.4614,1.81,9.1,clone,0.9481251016654204,312,0.9192039,1.3140157,423,1.0512977,8.647047,1.0803227,213.51639999999998,150.14658000000003
001282.png,car,479.31833,186.29486,540.36005,237.00838,1.73,22.97,clone,0.8535807149766802,222,2.6749148,3.2837124,479,2.8520217,8.942794,2.891041,61.04172,50.71351999999999
005927.png,car,0.063720435,219.80707,130.62282,369.47086,2.34,6.12,clone,0.8605861074769103,304,0.71504164,1.2066988,0,0.8727119,3.800214,0.87200004,130.559099565,149.66379
005191.png,car,399.19305,174.20084,442.98447,198.1613,-1.32,33.94,clone,0.5338570065072406,193,2.6958048,4.324445,399,3.9636354,6.270166,3.3595436,43.79141999999996,23.960460000000012
000542.png,car,297.62704,180.61353,347.77322,205.64438,1.9,43.32,clone,0.9485155552300458,192,2.9823823,5.588732,322,5.6516447,8.9072,5.5993905,50.14617999999996,25.030850000000015
003774.png,car,0.05128357,125.524055,135.00659,277.8705,0.85,10.63,clone,0.8226704454230421,198,0.91832757,1.1523504,0,1.106394,1.5580189,1.111887,134.95530642999998,152.346445
001841.png,car,681.4967,176.51877,779.7389,221.30603,-0.92,25.75,clone,0.7952573728770117,178,3.185669,3.691424,753,3.4358718,9.009925,3.4505665,98.24219999999991,44.78726
005004.png,car,610.6512,171.10538,649.2431,199.23149,1.78,44.43,clone,0.7490554488861785,188,4.951437,5.555413,617,5.3002186,7.5929694,5.391081,38.59190000000001,28.12611000000001
001412.png,car,707.82196,177.90573,827.7526,264.60507,-1.79,14.47,clone,0.8097314381866366,263,1.6549268,2.2206602,826,1.6910522,6.3529787,1.6399008,119.93064000000004,86.69934
004131.png,car,398.14334,176.84058,462.4728,212.3922,1.75,49.53,clone,0.5637522097687685,204,3.2266786,5.4402685,400,5.1646357,9.005411,5.24153,64.32945999999998,35.551620000000014
001992.png,car,630.8794,179.24562,693.7092,211.66449,-0.02,36.43,clone,0.593018431899459,209,3.6547983,5.0264053,692,4.3011646,9.286139,4.260304,62.82979999999998,32.41887
007210.png,car,713.9411,175.25713,815.30774,248.20387,-1.8,15.96,clone,0.8179406679749521,247,1.3090711,2.1506085,814,2.002513,6.4935427,2.024869,101.36663999999996,72.94674
006562.png,car,0.0014574453,179.67699,46.062893,214.75896,1.55,34.48,clone,0.9138956624919612,213,3.420113,3.9119658,0,3.7969313,4.647123,3.8498938,46.061435554700005,35.08197000000001
001865.png,car,554.57355,175.51082,590.4791,200.9129,-1.45,41.83,clone,0.8881107747738194,193,5.1267786,5.6123,575,5.340151,9.455851,5.3895073,35.90555000000006,25.402080000000012
005043.png,person,322.48532,189.41406,352.27933,268.48337,0.35,13.5,clone,0.6160718026070864,201,1.6930685,1.9486518,323,1.769496,6.650385,1.7747338,29.794010000000014,79.06930999999997
001345.png,train,0.76290554,67.73902,355.14392,277.92804,2.08,16.85,clone,0.8261253510578336,84,1.1097815,2.0274272,1,1.8206625,4.534671,1.9187189,354.38101445999996,210.18902000000003
005270.png,car,321.71506,187.52365,434.4671,274.86447,1.85,17.15,clone,0.8885424910719394,256,1.8382385,2.2787194,328,2.0416462,7.487562,2.0414655,112.75204000000002,87.34081999999998
003121.png,person,596.38654,164.74884,683.8301,303.7717,-0.0,8.69,clone,0.8655295745412259,273,0.94220454,1.3914742,612,1.2004786,2.3203943,1.3050517,87.44356000000005,139.02286
006513.png,car,687.9263,172.74228,776.9726,231.9324,-1.77,20.39,clone,0.8589072665110534,230,2.5137415,3.065709,775,2.683521,7.962373,2.7085052,89.04630000000009,59.19012000000001
007283.png,car,447.07675,177.42062,527.5982,240.23679,-1.43,20.63,clone,0.9297926287003768,203,2.3498886,2.798617,449,2.5340724,6.1402783,2.5540354,80.52145000000002,62.81617
000338.png,car,829.69965,180.07,1223.3334,366.10153,-2.06,6.97,clone,0.955371296883516,296,0.6561428,0.88354194,1060,0.74392724,3.3874705,0.7654464,393.63374999999996,186.03153000000003
005940.png,car,310.046,181.48227,388.70175,230.46683,0.34,24.05,clone,0.5752546350902978,216,2.398646,2.666604,310,2.5358686,3.1087337,2.4843593,78.65575000000001,48.98455999999999
006793.png,car,0.08887178,245.91103,103.42571,329.1952,0.81,9.08,clone,0.54506592927529,298,0.9568789,1.1205894,0,1.0550008,2.674483,1.0631204,103.33683821999999,83.28416999999999
000415.png,car,475.98428,170.04474,531.2875,212.16924,1.71,30.65,clone,0.7852823973489824,203,3.566599,4.623289,475,4.020191,8.2926655,3.9741025,55.30322000000001,42.12450000000001
006968.png,person,891.3036,149.11748,936.20514,286.79205,2.74,8.78,clone,0.7939704686675987,208,1.1563956,1.2890853,915,1.2702692,1.6587092,1.2685575,44.90154000000007,137.67457000000002
002254.png,car,703.4989,190.5987,799.31696,263.87817,-1.78,15.89,clone,0.7262109264183413,262,1.830724,2.3316698,798,1.8649936,5.836196,1.7597842,95.81805999999995,73.27947
006660.png,car,638.9693,154.79285,696.19147,213.99115,-1.66,32.93,clone,0.9033061869116534,175,3.665296,4.1980596,693,3.924362,9.028465,3.9564307,57.222170000000006,59.19830000000002
001583.png,car,0.060444653,244.21883,176.7482,370.43155,0.76,6.07,clone,0.6461033649781093,342,0.65033835,0.74507207,37,0.723199,1.0125266,0.730068,176.687755347,126.21272000000002
005822.png,car,712.69446,187.91222,828.69324,289.06317,-1.8,11.35,clone,0.7136410342468765,288,0.8241245,1.3429372,827,1.3070366,3.0021796,1.2895631,115.9987799999999,101.15095000000002
006251.png,truck,621.9129,137.60963,679.32996,198.97203,-1.49,44.23,clone,0.84812904651846,141,4.553432,5.1520057,671,5.0888033,8.73696,5.0977836,57.41705999999999,61.36239999999998
000613.png,car,717.2811,157.6914,771.5821,185.009,0.47,57.22,clone,0.6399605721934134,165,5.915243,7.0945554,741,7.042909,8.785539,7.0690613,54.30099999999993,27.3176
007039.png,car,342.8052,179.27193,425.9744,228.4576,1.92,26.97,clone,0.9064221192937788,214,3.1751823,3.7490654,342,3.5254207,6.8536406,3.5706701,83.16919999999999,49.185670000000016
003785.png,car,417.99484,181.96625,470.3451,218.29144,1.78,31.98,clone,0.84094353320321,217,2.6574183,4.036257,469,3.719734,8.138895,3.775283,52.35025999999999,36.32518999999999
001535.png,car,706.7492,187.27876,769.528,238.5314,-1.78,25.22,clone,0.7101369273800695,237,2.5946436,3.328167,768,2.8157725,5.3953924,2.7951329,62.77880000000005,51.252639999999985
006443.png,car,572.64075,176.52351,620.3241,214.93198,-1.55,28.43,clone,0.8119432683363155,208,3.478905,4.193566,585,3.7098484,9.135485,3.7248194,47.68335000000002,38.40847000000002
001194.png,car,496.97183,179.17386,522.5526,198.20926,1.73,58.06,clone,0.8081198278712457,188,7.3981724,7.890452,507,7.697862,9.629007,7.737557,25.580769999999973,19.03540000000001
006278.png,car,886.32294,154.67024,1241.6277,370.3114,-2.3,2.88,clone,0.8616532672927689,360,0.32545874,0.802682,1141,0.5279213,2.3099759,0.6523108,355.30476,215.64115999999999
005568.png,car,524.32275,171.03287,585.0492,225.9072,-1.46,23.4,clone,0.8071286030391466,191,2.742242,3.3197896,528,2.9681609,9.318704,2.9812043,60.72645,54.874329999999986
004207.png,car,0.15987018,196.03975,137.2282,336.94897,0.61,8.28,clone,0.7080315599627149,255,0.8966445,1.1335784,0,1.0580032,3.3965173,1.0661507,137.06832981999997,140.90921999999998
002120.png,car,755.60693,176.27757,967.0368,271.3642,-0.12,12.95,clone,0.9599187912525,195,1.4297208,2.2141836,895,1.6386414,8.233351,1.6489176,211.42986999999994,95.08662999999999
005278.png,person,951.4996,185.28864,1026.0223,264.56906,2.66,11.99,clone,0.8014750003845461,193,1.5598813,1.7994993,1007,1.6941186,2.9832106,1.7111588,74.5227000000001,79.28041999999999
000906.png,car,0.020667963,184.402,79.98876,225.73518,2.24,25.35,clone,0.7357796000552237,218,3.0933373,3.6722147,0,3.5321202,5.5396056,3.5424416,79.968092037,41.33318000000003
004331.png,car,909.42175,143.34933,1101.5835,207.7017,-0.46,20.0,clone,0.7914758693730757,143,0.71848476,2.5700629,1011,2.8215678,4.9752517,2.71412,192.16174999999998,64.35236999999998
000366.png,car,525.8137,176.14995,558.71814,202.40932,-1.5,42.37,clone,0.8131124114737265,197,5.278086,5.849683,538,5.636921,8.217618,5.6858325,32.90443999999991,26.25937000000002
003455.png,person,517.24744,176.71059,534.04565,230.70706,-1.54,21.47,clone,0.7347326488837905,197,2.629841,2.9268618,517,2.848371,6.435193,2.8515153,16.79821000000004,53.996470000000016
003505.png,car,194.19609,177.89302,267.1435,209.1505,2.09,37.77,clone,0.8703360258887272,206,4.4928255,5.3835573,194,5.3477902,7.5799484,5.36105,72.94741000000002,31.257479999999987
002599.png,car,256.62558,169.81989,435.07608,279.18115,-1.24,13.44,clone,0.9417831621726444,170,1.4471343,2.054832,326,1.5884988,9.259275,1.6083134,178.45049999999998,109.36126000000002
000866.png,car,460.81094,179.9933,528.95154,205.61627,-2.98,45.33,clone,0.5265130330822675,204,3.8122737,5.7517533,463,5.649334,7.8812437,5.655136,68.1406,25.62296999999998
002802.png,car,465.0538,177.69586,515.8744,200.11475,1.9,44.33,clone,0.8583839948263605,187,5.3460894,6.2916193,475,5.8876925,9.002961,5.9819574,50.82060000000001,22.418889999999976
002604.png,car,159.55779,183.84276,273.1808,232.03294,-1.08,22.83,clone,0.9412323676837115,231,2.341456,3.7379916,159,3.0200973,8.969351,3.0460384,113.62300999999997,48.19018
002570.png,car,662.55865,179.49832,712.7872,227.75157,1.45,21.56,clone,0.6263747436542944,226,2.3682938,3.147196,711,2.5410528,6.743678,2.5188305,50.22855000000004,48.25324999999998
005516.png,car,359.54727,186.44247,441.3515,234.91432,1.9,23.48,clone,0.8754832594288625,225,2.7527442,3.263571,397,2.9683542,6.951311,2.9757967,81.80422999999996,48.47185000000002
005970.png,car,0.49506873,189.93768,348.54633,371.1543,2.05,7.71,clone,0.9467169053695464,369,0.6855098,0.95873183,95,0.91278905,2.8661745,0.9180713,348.05126127,181.21661999999998
000535.png,person,525.0852,161.95534,583.613,283.04398,0.77,10.6,clone,0.801245351574727,282,1.3331329,2.979134,525,1.561328,9.3857155,1.8853749,58.52780000000007,121.08863999999997
007050.png,car,162.94621,186.14842,240.48071,211.74046,2.07,36.1,clone,0.7700389638669254,192,1.0753248,4.5053477,203,5.4442863,6.544809,5.0752535,77.53449999999998,25.592040000000026
001514.png,car,393.54584,188.13109,483.00772,238.54944,-1.36,21.88,clone,0.9549272969953148,208,2.5955122,2.9975893,417,2.7610507,6.087067,2.7776961,89.46188000000001,50.418350000000004
004825.png,person,565.87787,176.80174,581.4591,226.38326,1.65,25.93,clone,0.6209708925895371,200,2.920312,4.0486684,580,3.471081,7.5230794,3.6485145,15.581230000000005,49.58152000000001
002259.png,car,613.20123,172.39543,671.18866,224.15755,-1.56,24.24,clone,0.861779468203307,223,2.926723,3.7206109,621,3.1258225,9.834501,3.170732,57.98743000000002,51.76211999999998
002635.png,car,705.56256,176.9961,756.4206,218.16603,-1.72,28.01,clone,0.7656482167993148,211,2.1315749,3.4714048,755,3.1634612,8.329748,3.2193413,50.858040000000074,41.169929999999994
005367.png,car,431.2404,181.55841,475.8419,212.87592,1.79,35.74,clone,0.8250405920079027,211,3.8929667,4.2530236,435,4.208,6.029265,4.2095556,44.60149999999999,31.31751
005900.png,car,499.36008,171.74059,591.22406,205.40549,-2.88,32.15,clone,0.7744988062487481,204,1.2016946,3.3725846,589,3.0820556,5.886588,3.1093771,91.86398000000003,33.66489999999999
002471.png,car,287.3893,182.4652,435.32397,261.44354,-2.03,13.89,clone,0.7283737034672679,260,1.1879601,1.6750337,287,1.6973801,3.1186523,1.7002172,147.93466999999998,78.97833999999997
001400.png,car,331.91196,180.84506,397.1841,215.90855,1.86,31.51,clone,0.8180154225276216,199,4.0032053,4.767919,361,4.3925633,9.438706,4.40889,65.27213999999998,35.06349
005800.png,car,640.69244,179.1011,666.54663,212.64107,-1.67,45.52,clone,0.6596372422876196,211,3.2002566,4.50904,665,4.208365,6.410532,4.2805343,25.854190000000017,33.53997000000001
007044.png,car,348.8087,167.0756,386.70346,186.35428,-1.23,68.07,clone,0.6615314889815289,185,8.629725,9.066373,361,9.049019,9.666157,9.053928,37.89476000000002,19.27867999999998
004262.png,car,755.5503,176.03415,895.44037,286.19635,-1.72,11.33,clone,0.948644567258198,176,1.2228353,1.4512985,845,1.3271255,3.0161126,1.3328563,139.89007000000004,110.16219999999998
003640.png,Misc,735.38965,189.83528,782.3201,265.09375,-1.75,11.96,clone,0.6094104871555626,202,1.3048168,1.7269652,763,1.5970702,3.042454,1.6287603,46.930450000000064,75.25846999999999
002725.png,person,500.74866,172.2521,528.6919,230.61906,1.68,23.79,clone,0.5068443158532349,229,3.0950167,4.587073,523,4.1735773,9.111041,4.164135,27.94324000000006,58.36695999999998
006667.png,car,566.5085,181.98776,607.7543,218.092,-1.57,31.61,clone,0.7903966654933255,207,4.288261,4.762152,583,4.4960775,9.468793,4.5302734,41.24579999999992,36.104240000000004
007440.png,car,455.01233,189.60335,493.5697,224.83813,1.78,30.87,clone,0.6576033747185497,216,3.6655028,4.210962,455,3.8735032,7.4494605,3.8615687,38.55736999999999,35.23478
003034.png,car,603.4855,175.93617,650.6563,209.97292,1.82,35.96,clone,0.7772597162744702,200,4.679639,5.4286313,607,4.6897163,8.001434,4.6900454,47.170799999999986,34.036749999999984
005033.png,car,615.69147,179.79004,673.49164,219.9476,1.84,30.04,clone,0.9183286124082426,210,3.4664445,4.358624,615,3.9357088,8.687558,3.9704127,57.80016999999998,40.15755999999999
003642.png,person,683.1605,169.08492,696.7581,196.93622,-2.05,40.47,clone,0.6506745312242019,195,5.1530986,6.072176,695,5.6740327,9.610676,5.7499514,13.597600000000057,27.85129999999998
002487.png,person,893.98083,153.01375,957.36127,319.12894,0.31,7.79,clone,0.685702469941573,173,0.91769683,1.417308,917,1.0858614,5.195728,1.1228698,63.38044000000002,166.11519
005824.png,person,594.3262,173.13008,608.65546,220.01974,-1.61,26.62,clone,0.6626705277899481,200,3.240794,3.4675167,594,3.3841848,8.003665,3.3870075,14.329259999999977,46.88966000000002
006080.png,car,566.0468,178.05095,587.4789,193.12967,1.63,72.27,clone,0.5772258115282058,192,7.656836,8.8162775,566,8.852719,9.083777,8.854877,21.43209999999999,15.078720000000004
004142.png,person,1020.9018,144.036,1143.5665,368.00528,0.74,4.72,clone,0.7980421350545348,144,0.49514097,0.83617514,1115,0.59514403,1.8697772,0.669795,122.66469999999993,223.96928000000003
000977.png,car,735.394,169.94754,818.03845,221.62355,1.37,22.63,clone,0.9125648721974804,220,1.8921287,2.9226086,802,2.7704692,5.1988564,2.813124,82.64445,51.67600999999999
002858.png,car,612.56946,172.9749,644.0276,197.53026,1.79,43.68,clone,0.6911461791383292,193,5.584363,6.4861536,612,6.226699,8.106473,6.2695103,31.458139999999958,24.555360000000007
004035.png,car,582.1691,180.28613,640.4211,229.14539,-1.58,24.32,clone,0.7941019769891557,191,2.9599266,3.9314935,632,3.1567125,9.320091,3.1915505,58.252000000000066,48.85925999999998
004726.png,car,440.0905,182.31625,469.1762,197.9027,1.77,66.48,clone,0.8039628856915252,196,5.904006,6.78379,465,6.351921,9.442406,6.533336,29.085699999999974,15.586450000000013
002809.png,car,341.39954,183.04358,391.8363,209.91273,1.87,40.13,clone,0.7348505024330011,208,5.376964,6.328983,344,6.073756,8.234156,6.1271057,50.43675999999999,26.86915000000002
002050.png,car,839.5708,216.12111,1241.3152,370.9674,-2.06,4.79,clone,0.9298440518669912,369,0.43092692,0.66950095,1240,0.538556,2.6666386,0.5627349,401.74440000000004,154.84629
007097.png,car,566.9818,171.30301,595.83264,195.46461,-1.5,42.73,clone,0.8061432761108318,194,4.265959,5.5518727,566,5.549958,8.48248,5.5432935,28.85083999999995,24.161599999999993
005631.png,car,963.2566,250.98355,1241.1086,371.19803,-2.41,2.5,clone,0.6279263855331595,370,0.34345356,0.66611814,1240,0.5301153,1.4354464,0.581584,277.852,120.21448000000001
006877.png,car,519.99255,178.98244,738.45667,371.34793,-1.58,7.01,clone,0.907518353948155,198,0.5993129,1.200126,701,0.7471914,9.834373,0.7592349,218.46411999999998,192.36549000000002
003918.png,car,408.5726,183.27695,494.7194,211.86086,-2.97,37.42,clone,0.8258425914442299,199,3.5921152,5.156783,451,4.9997063,8.207224,5.08859,86.14679999999998,28.583910000000003
000537.png,car,353.6664,190.04253,399.44324,212.42082,1.88,47.31,clone,0.8359919476011647,211,6.346795,7.344342,398,7.207467,8.857073,7.270287,45.77683999999999,22.378289999999993
001662.png,car,0.75787157,215.1162,333.67987,371.9756,2.07,6.42,clone,0.9301268837599704,370,0.58737284,0.8302853,28,0.81428957,2.0237765,0.8060742,332.92199843,156.8594
003356.png,car,444.616,176.37671,546.8335,226.81766,-2.37,23.49,clone,0.8022643538008136,215,1.6666213,3.1392035,444,2.9878716,8.137355,3.0366232,102.21749999999997,50.44094999999999
006484.png,train,92.24635,136.57695,382.3289,222.36307,1.91,46.1,clone,0.9155184842263132,216,1.793211,4.985203,290,4.6060915,9.2568655,4.6750417,290.08254999999997,85.78611999999998
006408.png,car,130.13675,186.30266,208.3911,218.11,2.09,34.84,clone,0.8927551835724177,217,3.890945,4.6755147,207,4.64384,5.7451344,4.628186,78.25434999999999,31.80734000000001
002113.png,car,393.36414,185.12083,431.85263,207.92738,1.85,46.24,clone,0.8947477534665724,206,4.9977565,5.7995467,395,5.654954,7.9823933,5.6304264,38.488489999999956,22.806549999999987
005704.png,car,551.34247,182.77496,597.7429,217.82948,-1.56,29.12,clone,0.7989604753257687,210,3.5971365,4.010648,556,3.7347147,8.481226,3.7717454,46.400429999999915,35.05452
