filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,depth_mean,depth_y,depth_min,depth_x
Scene01_rgb_00001.jpg,car,646.2159,187.52713,680.9294,210.99445,-1.62529,48.8206,clone,6.7978454,209,5.0767674,679
Scene01_rgb_00001.jpg,car,536.0481,192.2013,560.7726,213.32999,1.675393,59.14569,clone,6.9772496,208,5.7319055,536
Scene01_rgb_00001.jpg,car,553.69617,191.41951,571.1786,208.10097,1.649183,76.64253,clone,7.842097,205,6.8524456,553
Scene01_rgb_00001.jpg,car,637.1039,186.2075,657.4841,198.75194,-1.607056,98.19888,clone,8.39886,197,6.635903,656
Scene01_rgb_00001.jpg,car,576.116,190.64755,590.5669,204.75003,-1.518477,102.5414,clone,9.527479,203,8.978215,576
Scene01_rgb_00001.jpg,car,567.06903,190.82127,583.62683,205.90292,1.621269,91.48175,clone,8.925201,201,7.969276,567
Scene01_rgb_00002.jpg,car,760.9231,169.26498,1240.0034,370.24185,-2.086889,4.159842,clone,0.74956477,365,0.3661185,1230
Scene01_rgb_00002.jpg,car,715.5523,194.36707,862.7805,299.71863,-1.793695,10.91189,clone,1.2343321,298,0.5665582,861
Scene01_rgb_00002.jpg,car,681.01025,189.10925,762.8777,257.92844,-1.642459,17.04459,clone,2.0210953,255,1.2501091,761
Scene01_rgb_00002.jpg,car,357.7975,206.1583,436.021,257.97934,1.880159,21.5192,clone,2.5315485,256,2.2845483,391
Scene01_rgb_00002.jpg,car,493.18805,197.62563,533.9654,220.86285,1.707626,44.19438,clone,5.4067183,219,4.6476912,496
Scene01_rgb_00002.jpg,car,643.8461,184.4313,678.85236,208.4892,-1.626336,47.75112,clone,7.1432037,205,6.1075206,677
Scene01_rgb_00002.jpg,car,527.68066,191.99728,553.6658,213.83998,1.677434,58.07575,clone,6.7549424,212,5.44972,527
Scene01_rgb_00002.jpg,car,539.00836,190.89494,560.8035,210.04497,1.681832,64.70592,clone,7.236477,208,6.0323005,539
Scene01_rgb_00002.jpg,car,555.43024,190.13309,572.9383,205.49486,1.6504,75.57253,clone,8.272235,204,7.1036177,555
Scene01_rgb_00002.jpg,car,629.17896,183.87279,650.67474,197.10667,-1.607375,97.12927,clone,9.365499,196,7.250567,649
Scene01_rgb_00002.jpg,car,677.8178,181.4194,697.8988,195.27872,-3.234184,89.98832,clone,7.0501757,194,2.2875834,696
Scene01_rgb_00002.jpg,car,572.01965,189.08093,586.7688,202.65453,-1.517855,101.4713,clone,9.451247,201,8.880365,572
Scene01_rgb_00002.jpg,car,338.756,208.59816,369.4553,233.49054,-1.173323,51.28973,clone,3.0493126,227,1.8488873,338
Scene01_rgb_00003.jpg,car,792.13025,163.65639,1241.3541,370.4685,-2.221218,3.093264,clone,0.73017436,365,0.32837403,1230
Scene01_rgb_00003.jpg,car,720.19275,191.25505,905.7946,310.4188,-1.816209,9.845165,clone,1.2151289,307,0.52320325,904
Scene01_rgb_00003.jpg,car,682.0336,184.71225,768.0685,256.03455,-1.651293,15.97776,clone,2.082291,255,1.1773851,767
Scene01_rgb_00003.jpg,car,337.8867,203.83687,434.73175,259.26373,1.894852,20.45363,clone,2.5169597,231,2.1053424,352
Scene01_rgb_00003.jpg,car,488.96738,197.17699,528.2444,219.40633,1.711383,43.1284,clone,5.0119023,218,4.2837286,488
Scene01_rgb_00003.jpg,car,642.40857,181.9507,676.9529,205.54045,-1.627425,46.68368,clone,6.9221153,203,5.8682184,666
Scene01_rgb_00003.jpg,car,515.7095,193.2204,543.05493,214.13585,1.715012,48.70161,clone,5.7985225,213,4.962322,515
Scene01_rgb_00003.jpg,car,528.9132,189.43027,552.02057,209.84676,1.679516,57.00943,clone,6.638906,203,5.542798,528
Scene01_rgb_00003.jpg,car,541.96576,188.82617,562.68976,207.56856,1.683537,63.63949,clone,7.2920184,135,6.678971,531
Scene01_rgb_00003.jpg,car,552.62585,188.05609,570.5484,204.0399,1.651627,74.50586,clone,8.0199,203,6.860372,552
Scene01_rgb_00003.jpg,car,577.44977,185.98607,591.3731,198.16946,-1.517236,100.4041,clone,9.802977,197,9.530428,577
Scene01_rgb_00003.jpg,car,567.60913,187.12248,582.83057,200.2168,1.622813,89.34467,clone,9.281311,197,8.426567,567
Scene01_rgb_00003.jpg,car,591.0822,183.55687,605.5284,196.1264,1.59939,128.0647,clone,9.939314,195,9.843664,592
Scene01_rgb_00003.jpg,car,322.00565,204.66516,364.58807,228.9264,-1.165745,50.22583,clone,3.4017181,222,1.9347322,322
Scene01_rgb_00004.jpg,car,851.8203,200.10846,1242.4415,370.98105,-2.456097,1.916727,clone,0.7406498,308,0.31580454,1241
Scene01_rgb_00004.jpg,car,733.08136,192.93008,954.9059,330.3813,-1.846822,8.668476,clone,1.1422029,325,0.4807081,953
Scene01_rgb_00004.jpg,car,685.60986,183.5811,779.06464,259.6853,-1.662347,14.80099,clone,2.0666776,258,1.0778912,778
Scene01_rgb_00004.jpg,car,320.3847,208.43433,415.65134,263.3973,1.912851,19.28,clone,2.3026164,234,1.9789484,336
Scene01_rgb_00004.jpg,car,486.32184,195.13322,524.7696,218.95076,1.715788,41.9544,clone,4.9070287,217,4.274911,486
Scene01_rgb_00004.jpg,car,644.3557,181.04117,681.6931,206.48662,-1.628641,45.50632,clone,6.802907,205,5.96053,666
Scene01_rgb_00004.jpg,car,515.64777,192.47107,541.3732,213.86728,1.718446,47.52748,clone,5.569258,212,4.8509784,515
Scene01_rgb_00004.jpg,car,539.6166,187.79903,559.3185,205.80545,1.681939,55.83505,clone,6.748707,202,6.1986933,539
Scene01_rgb_00004.jpg,car,557.9731,187.26082,574.99414,202.55602,1.653047,73.33113,clone,8.243656,201,7.285611,557
Scene01_rgb_00004.jpg,car,634.26874,178.26602,652.6617,191.39899,-1.60804,94.88226,clone,9.299381,190,6.8587217,651
Scene01_rgb_00004.jpg,car,578.30444,184.13954,593.6936,197.04288,-1.516518,99.22861,clone,9.756485,196,9.385198,578
Scene01_rgb_00004.jpg,car,569.8852,185.00146,585.6753,198.36401,1.62371,88.16943,clone,9.391338,197,8.490145,569
Scene01_rgb_00004.jpg,car,585.63086,183.16777,600.2947,195.59612,1.597776,120.8978,clone,9.8936,194,9.742272,585
Scene01_rgb_00004.jpg,car,305.20673,202.14378,336.59283,227.60362,-1.157011,49.057,clone,4.55735,226,2.3495061,335
Scene01_rgb_00005.jpg,car,972.7572,332.69168,1240.4103,374.1688,-2.79313,0.8488722,clone,0.68754834,373,0.527693,1098
Scene01_rgb_00005.jpg,car,744.3855,192.47867,1014.38055,354.57477,-1.882332,7.600559,clone,1.0318362,352,0.6015971,1006
Scene01_rgb_00005.jpg,car,695.6008,182.79607,795.1514,265.42996,-1.674096,13.73305,clone,1.8881037,264,0.98214024,794
Scene01_rgb_00005.jpg,car,300.33124,203.51152,412.79434,268.4096,1.930883,18.21394,clone,2.3138103,235,1.8021034,316
Scene01_rgb_00005.jpg,car,482.4061,195.99162,521.9329,217.98842,1.719952,40.88822,clone,4.8121266,216,4.092849,482
Scene01_rgb_00005.jpg,car,645.2574,180.44678,683.0779,206.06522,-1.629836,44.43816,clone,6.5559053,205,5.754717,676
Scene01_rgb_00005.jpg,car,504.32547,193.00076,532.51013,213.8396,1.721666,46.46125,clone,5.1163573,212,4.6906466,504
Scene01_rgb_00005.jpg,car,525.3521,187.76634,550.0563,208.09575,1.684189,54.7687,clone,6.0712976,202,5.2028813,525
Scene01_rgb_00005.jpg,car,540.8871,187.01022,561.6702,204.21886,1.687341,61.39864,clone,6.732633,201,6.0843964,540
Scene01_rgb_00005.jpg,car,557.0999,186.21826,574.84564,200.33589,1.654348,72.26466,clone,8.298154,199,7.2978005,557
Scene01_rgb_00005.jpg,car,632.3346,177.91412,649.9961,190.8747,-1.608375,93.81364,clone,9.6589365,189,7.700506,648
Scene01_rgb_00005.jpg,car,574.3887,185.32115,588.95184,197.22766,-1.515873,98.16182,clone,9.662978,196,9.176289,574
Scene01_rgb_00005.jpg,car,568.5999,185.33643,584.5216,197.8166,1.624521,87.1027,clone,9.3965025,196,8.3645525,568
Scene01_rgb_00005.jpg,car,273.70505,202.32208,319.26514,228.80283,-1.115413,48.60218,clone,3.7901468,227,1.4631244,273
Scene01_rgb_00005.jpg,car,312.15866,201.94702,347.4228,228.34833,-1.19934,48.18657,clone,2.7187154,227,1.9256208,328
Scene01_rgb_00006.jpg,car,760.221,196.48389,1109.7294,371.25482,-1.93367,6.426104,clone,0.8747371,285,0.6830494,905
Scene01_rgb_00006.jpg,car,697.68933,183.30669,821.4725,271.2661,-1.689336,12.55865,clone,1.9051728,270,0.829348,820
Scene01_rgb_00006.jpg,car,280.1027,207.04611,398.14212,275.50412,1.952931,17.0418,clone,2.1528735,252,1.6804063,282
Scene01_rgb_00006.jpg,car,479.8057,196.0398,521.89813,218.71524,1.724748,39.71626,clone,4.5085735,217,3.8718317,479
Scene01_rgb_00006.jpg,car,645.45984,182.31465,687.12274,207.71008,-1.631242,43.26394,clone,6.311821,206,5.4561515,674
Scene01_rgb_00006.jpg,car,506.2728,192.38268,536.1112,215.28355,1.725346,45.2893,clone,4.9735727,210,4.3850164,506
Scene01_rgb_00006.jpg,car,530.4874,189.60086,551.9876,207.35101,1.686738,53.59673,clone,5.9826336,201,4.984206,530
Scene01_rgb_00006.jpg,car,543.12134,187.25009,565.35834,202.714,1.655802,71.09277,clone,6.9413753,200,5.957038,543
Scene01_rgb_00006.jpg,car,634.69025,180.2171,652.3161,191.71176,-1.608763,92.63956,clone,9.304202,190,6.280832,651
Scene01_rgb_00006.jpg,car,690.443,174.6014,712.1773,190.19157,-3.238522,85.49356,clone,7.418205,174,5.9846983,706
Scene01_rgb_00006.jpg,car,578.05927,184.99153,593.53955,196.12744,-1.515162,96.98994,clone,9.79273,195,9.507506,578
Scene01_rgb_00006.jpg,car,569.0831,186.16745,584.8822,197.69461,1.62542,85.93075,clone,9.465554,196,8.553791,569
Scene01_rgb_00006.jpg,car,580.8038,185.51862,595.0199,196.22255,1.629971,113.787,clone,9.818602,195,9.588667,580
Scene01_rgb_00006.jpg,car,250.22752,207.83327,270.32922,234.61673,-1.105561,47.43459,clone,3.0224051,224,1.679001,250
Scene01_rgb_00006.jpg,car,259.19827,205.69148,313.08417,232.61688,-1.139467,46.82566,clone,3.657247,231,1.8563368,307
Scene01_rgb_00006.jpg,car,304.4271,202.9787,344.16052,222.31004,-1.190803,47.0177,clone,2.4451194,215,1.955818,335
Scene01_rgb_00007.jpg,car,785.01294,197.47986,1240.314,371.07867,-1.997988,5.355094,clone,0.7905858,366,0.5565835,986
Scene01_rgb_00007.jpg,car,706.399,183.74478,845.3092,285.25266,-1.706248,11.4877,clone,1.7790811,284,0.7269424,844
Scene01_rgb_00007.jpg,car,255.92189,211.7257,384.4726,280.242,1.975266,15.97219,clone,2.1148849,263,1.6207558,263
Scene01_rgb_00007.jpg,car,472.57285,197.52158,517.0136,221.99522,1.729266,38.64686,clone,4.2680726,220,3.735977,475
Scene01_rgb_00007.jpg,car,645.5659,181.31065,682.1595,207.96445,-1.632707,42.19324,clone,6.3681417,206,5.542943,681
Scene01_rgb_00007.jpg,car,507.91412,191.43475,536.5178,216.50983,1.728781,44.21993,clone,5.0610757,214,4.2442393,507
Scene01_rgb_00007.jpg,car,527.5855,187.47997,554.26074,207.41402,1.691277,59.15747,clone,6.2996235,201,4.7624493,527
Scene01_rgb_00007.jpg,car,540.5365,189.12286,560.9539,205.95154,1.657112,70.02357,clone,6.6483474,204,5.9349456,540
Scene01_rgb_00007.jpg,car,634.1604,180.45949,654.47736,192.39413,-1.60918,91.56917,clone,9.079148,191,5.9753203,653
Scene01_rgb_00007.jpg,car,689.5843,176.19629,714.69415,192.66837,-3.239886,84.42233,clone,7.6666193,176,5.463638,708
Scene01_rgb_00007.jpg,car,568.3324,187.86732,584.0526,199.66025,-1.514542,95.92085,clone,9.413751,198,8.402401,568
Scene01_rgb_00007.jpg,car,567.78503,187.47975,583.7839,199.25352,1.626212,84.86156,clone,9.331635,198,8.230955,567
Scene01_rgb_00007.jpg,car,579.7045,187.04025,594.34515,198.1289,1.607965,107.2114,clone,9.818278,197,9.564595,579
Scene01_rgb_00007.jpg,car,234.3506,209.91623,264.54132,235.3488,-1.096268,46.36777,clone,4.009472,233,1.8136283,234
Scene01_rgb_00007.jpg,car,254.0778,206.24887,305.2406,235.37868,-1.130641,45.75846,clone,3.3715034,234,1.8190683,285
Scene01_rgb_00008.jpg,car,821.477,203.07883,1241.3032,370.25516,-2.08993,4.278527,clone,0.6490945,359,0.39807367,1142
Scene01_rgb_00008.jpg,car,716.8848,183.29492,878.2702,300.41882,-1.727427,10.41117,clone,1.6006111,299,0.62112933,877
Scene01_rgb_00008.jpg,car,225.9939,214.46133,368.8968,287.8863,1.999952,14.89631,clone,1.9772228,269,1.5090346,233
Scene01_rgb_00008.jpg,car,468.58475,198.02298,517.5814,222.51807,1.733828,37.57109,clone,4.0859313,221,3.5893416,477
Scene01_rgb_00008.jpg,car,647.9753,181.5369,685.33606,206.97406,-1.634478,41.11685,clone,6.2426796,205,5.4093204,684
Scene01_rgb_00008.jpg,car,509.93515,190.99998,541.7438,216.34924,1.732199,43.14419,clone,5.2641525,212,4.2189045,509
Scene01_rgb_00008.jpg,car,516.7266,186.16104,548.49304,211.88199,1.691369,51.45167,clone,5.82433,202,4.5521936,518
Scene01_rgb_00008.jpg,car,532.8154,189.12733,553.76605,207.03761,1.693083,58.08178,clone,6.1364913,206,5.8112774,538
Scene01_rgb_00008.jpg,car,543.91626,188.60219,563.5357,205.16849,1.658341,68.94793,clone,6.8367963,204,5.8424397,543
Scene01_rgb_00008.jpg,car,634.055,181.81987,653.76996,195.03323,-1.609709,90.49297,clone,9.240499,194,6.188497,652
Scene01_rgb_00008.jpg,car,685.90344,175.46881,706.869,191.7414,-3.241371,83.3457,clone,8.431779,175,6.8780456,705
Scene01_rgb_00008.jpg,car,568.59576,186.64304,585.09015,199.13922,-1.513999,94.84528,clone,9.465376,198,8.365941,568
Scene01_rgb_00008.jpg,car,584.1347,185.72998,598.7559,197.31937,1.608387,106.1359,clone,9.881372,196,9.770528,593
Scene01_rgb_00008.jpg,car,678.1548,178.33696,698.17505,192.82803,3.055119,118.2774,clone,7.9279594,190,5.5263495,678
Scene01_rgb_00008.jpg,car,208.57822,210.08228,251.83278,238.6623,-1.044882,45.24758,clone,3.7263334,237,1.7489903,208
Scene01_rgb_00008.jpg,car,240.28767,207.1048,292.7032,238.9499,-1.121582,44.68377,clone,2.756611,237,1.7358491,291
Scene01_rgb_00009.jpg,car,879.00653,220.28549,1241.6907,370.53345,-2.241109,3.094968,clone,0.6541394,278,0.35504866,1239
Scene01_rgb_00009.jpg,car,727.4597,184.24403,911.8943,314.87036,-1.756209,9.227631,clone,1.4611233,313,0.61621565,910
Scene01_rgb_00009.jpg,car,185.07336,213.6537,348.98706,297.49835,2.030724,13.71468,clone,1.840743,261,1.3550106,202
Scene01_rgb_00009.jpg,car,463.94992,196.57356,513.38214,223.14307,1.739116,36.38952,clone,4.0083137,222,3.5424137,466
Scene01_rgb_00009.jpg,car,647.02924,181.36314,688.6045,208.58417,-1.636569,39.93333,clone,6.101546,207,4.984557,683
Scene01_rgb_00009.jpg,car,498.51773,191.72191,526.13824,218.3942,1.736128,41.9626,clone,4.6148677,217,3.8790238,498
Scene01_rgb_00009.jpg,car,542.44604,189.24428,561.69586,205.58662,1.65972,67.7663,clone,6.8121276,204,5.8440976,542
Scene01_rgb_00009.jpg,car,634.4153,181.54655,656.32104,194.90842,-1.610322,89.30937,clone,9.084215,193,5.653081,655
Scene01_rgb_00009.jpg,car,681.7043,174.321,710.1967,191.18254,-3.243039,82.16094,clone,8.088994,174,5.381873,709
Scene01_rgb_00009.jpg,car,574.2122,186.29836,589.9076,198.1229,-1.5134,93.66354,clone,9.724908,194,9.407353,574
Scene01_rgb_00009.jpg,car,565.8515,187.22351,582.67395,199.72891,1.627709,82.60418,clone,9.254741,198,8.079672,565
Scene01_rgb_00009.jpg,car,585.34485,186.02376,600.3714,197.52109,1.63118,110.4607,clone,9.900417,196,9.796241,593
Scene01_rgb_00009.jpg,car,177.45691,212.70367,216.87064,239.09262,-1.033396,44.07022,clone,3.6376536,238,1.6879544,177
Scene01_rgb_00009.jpg,car,228.77591,208.97147,289.5072,226.29027,-1.11122,43.50533,clone,2.3442898,225,1.5879242,288
Scene01_rgb_00010.jpg,car,737.7262,182.63052,960.0696,332.64728,-2.450507,2.025458,clone,1.2961297,230,0.92463315,930
Scene01_rgb_00010.jpg,car,147.46077,217.7765,329.27167,310.05048,2.063297,12.64635,clone,1.6265186,281,1.1794785,152
Scene01_rgb_00010.jpg,car,462.09326,196.11253,509.51852,222.95924,1.744532,35.32106,clone,4.054119,221,3.518816,465
Scene01_rgb_00010.jpg,car,648.2399,182.40805,692.4579,207.2154,-1.63824,38.86357,clone,6.051651,206,4.913658,687
Scene01_rgb_00010.jpg,car,496.0886,194.18893,523.6191,219.05217,1.74017,40.89408,clone,4.428532,218,3.8567653,496
Scene01_rgb_00010.jpg,car,533.93256,189.35413,555.2244,206.59908,1.69727,55.83151,clone,6.298955,205,5.662321,533
Scene01_rgb_00010.jpg,car,552.21533,187.46231,571.01404,201.7681,1.661195,66.69754,clone,7.9766836,192,6.958185,552
Scene01_rgb_00010.jpg,car,635.0513,181.0268,655.8373,193.87613,-1.610745,88.23914,clone,9.3464575,192,6.101789,654
Scene01_rgb_00010.jpg,car,569.97675,186.10431,586.3667,198.18315,-1.51271,92.5945,clone,9.535793,197,8.83867,569
Scene01_rgb_00010.jpg,car,568.592,186.7331,585.0043,199.27203,1.628594,81.53522,clone,9.469889,198,8.644996,568
Scene01_rgb_00010.jpg,car,139.73346,214.22256,195.99155,238.76929,-1.022433,43.00448,clone,2.8581204,217,1.520021,141
Scene01_rgb_00010.jpg,car,181.56212,210.53711,230.41856,233.83644,-1.065413,43.04931,clone,2.3888,229,1.4306449,214
Scene01_rgb_00010.jpg,car,219.79788,207.2304,279.0332,222.05188,-1.101237,42.43887,clone,2.1321547,221,1.5002791,266
Scene01_rgb_00010.jpg,car,273.01434,206.19202,322.4569,222.09752,-1.155838,42.62951,clone,2.35892,221,1.5113199,273
Scene01_rgb_00011.jpg,car,752.0003,184.20825,1019.76105,360.33765,-1.824367,7.087062,clone,1.0532352,246,0.73338896,987
Scene01_rgb_00011.jpg,car,96.5324,220.79073,304.5357,321.3698,2.102072,11.57504,clone,1.440212,305,1.044791,106
Scene01_rgb_00011.jpg,car,459.09348,198.24533,501.20883,225.78581,1.750926,34.24961,clone,3.8378649,224,3.332187,459
Scene01_rgb_00011.jpg,car,649.08905,180.98053,694.9498,206.90346,-1.639395,37.79236,clone,6.009933,117,4.8439116,733
Scene01_rgb_00011.jpg,car,486.71564,196.64604,521.59906,222.23508,1.744986,39.82261,clone,4.2288237,216,3.71563,486
Scene01_rgb_00011.jpg,car,511.11703,188.36926,545.66406,214.41891,1.699973,48.12989,clone,5.6366897,206,4.27594,511
Scene01_rgb_00011.jpg,car,544.50024,188.18324,562.45306,203.72925,1.663065,65.62592,clone,7.096474,202,6.0769,544
Scene01_rgb_00011.jpg,car,634.9662,181.01996,654.3986,193.17665,-1.610911,87.16767,clone,9.442893,192,6.4934235,653
Scene01_rgb_00011.jpg,car,681.6112,172.61821,703.36346,188.91591,-3.245398,80.01872,clone,7.783972,187,5.225603,681
Scene01_rgb_00011.jpg,car,568.39685,186.49268,585.2004,199.38364,-1.511753,91.52275,clone,9.481648,198,8.733745,568
Scene01_rgb_00011.jpg,car,125.55824,214.8771,187.54773,240.20547,-1.010679,41.93241,clone,2.4610493,232,1.3049262,172
Scene01_rgb_00011.jpg,car,179.70464,212.40283,219.65297,224.39844,-1.054168,41.97731,clone,1.9670982,223,1.4396341,217
Scene01_rgb_00011.jpg,car,206.87624,208.94191,272.23975,223.192,-1.09041,41.36696,clone,2.071258,222,1.3552353,243
Scene01_rgb_00011.jpg,car,259.69424,208.1565,312.22906,228.05031,-1.145822,41.55767,clone,2.4498732,227,1.3690314,259
Scene01_rgb_00012.jpg,car,773.00433,183.37335,1117.6241,370.67377,-1.87943,5.919337,clone,0.9109737,334,0.6240053,893
Scene01_rgb_00012.jpg,car,22.45666,219.8848,274.0385,338.68005,2.150435,10.40735,clone,1.3319466,311,0.92677623,33
Scene01_rgb_00012.jpg,car,451.99527,195.50116,499.24567,224.55064,1.758129,33.082,clone,3.8586411,223,3.4090483,451
Scene01_rgb_00012.jpg,car,647.94275,181.37112,695.12915,208.4922,-1.64097,36.62475,clone,5.878367,207,4.5819755,694
Scene01_rgb_00012.jpg,car,482.74738,193.18823,521.177,222.15881,1.750343,38.65503,clone,4.372824,218,3.6228201,482
Scene01_rgb_00012.jpg,car,508.66873,187.22751,542.5991,213.4719,1.703575,46.96235,clone,5.667843,207,4.264329,508
Scene01_rgb_00012.jpg,car,543.2831,186.77415,561.7142,204.12746,1.665056,64.45845,clone,7.2597747,203,6.230231,543
Scene01_rgb_00012.jpg,car,632.099,180.4517,655.4597,194.48436,-1.611202,86.00026,clone,9.31791,193,6.0025444,654
Scene01_rgb_00012.jpg,car,687.3467,167.08704,718.5693,185.87308,-3.246808,78.85127,clone,8.047736,167,5.009748,717
Scene01_rgb_00012.jpg,car,569.2748,184.8767,586.4332,197.84569,-1.510771,90.35538,clone,9.596175,192,9.067661,569
Scene01_rgb_00012.jpg,car,563.2186,185.11185,580.3921,198.29745,1.631026,79.29613,clone,9.196395,196,8.104968,563
Scene01_rgb_00012.jpg,car,574.45233,183.87987,591.39105,195.64622,1.610979,101.6459,clone,9.779886,193,9.37455,574
Scene01_rgb_00012.jpg,car,108.314705,213.39403,177.89017,230.1065,-0.9974303,40.76488,clone,2.2597113,229,1.3245436,176
Scene01_rgb_00012.jpg,car,164.60907,210.92766,213.95686,224.38391,-1.041484,40.80977,clone,2.3485146,223,1.295242,212
Scene01_rgb_00012.jpg,car,198.33464,207.4709,262.85846,230.18456,-1.078186,40.19941,clone,2.3773797,228,1.1643671,198
Scene01_rgb_00012.jpg,car,246.25171,206.39507,305.97885,234.05731,-1.134513,40.39013,clone,2.8411264,233,1.424024,246
Scene01_rgb_00013.jpg,car,803.2773,187.06378,1240.7462,370.67163,-1.948144,4.859256,clone,0.79131854,365,0.49501887,963
Scene01_rgb_00013.jpg,car,0.62621105,223.15773,235.90686,358.02237,2.20166,9.346424,clone,1.2442726,339,0.81170297,0
Scene01_rgb_00013.jpg,car,445.20956,197.18085,495.36005,228.86351,1.765175,32.02117,clone,3.7668297,227,3.0940912,445
Scene01_rgb_00013.jpg,car,651.1355,181.15352,695.5465,210.58163,-1.642381,35.56482,clone,5.376355,209,4.4057827,694
Scene01_rgb_00013.jpg,car,481.91452,196.92099,516.72797,223.41415,1.755544,37.59422,clone,4.2489433,218,3.513182,481
Scene01_rgb_00013.jpg,car,507.0971,189.19533,541.33704,216.13307,1.705511,52.53172,clone,5.5734267,213,4.3008313,507
Scene01_rgb_00013.jpg,car,543.28186,188.71828,562.4732,207.04353,1.666964,63.39779,clone,7.3272314,206,6.271808,543
Scene01_rgb_00013.jpg,car,636.7464,180.9185,660.19684,196.39023,-1.611425,84.94061,clone,8.28305,194,4.8780255,659
Scene01_rgb_00013.jpg,car,689.6072,167.98265,720.40515,187.91594,-3.24805,77.79214,clone,8.0171385,167,5.0563774,719
Scene01_rgb_00013.jpg,car,568.51385,185.76938,585.4166,197.944,-1.509829,89.29491,clone,9.615564,190,9.211576,568
Scene01_rgb_00013.jpg,car,561.0617,186.35971,577.55316,198.82599,1.632215,78.23561,clone,9.1451235,197,8.007082,561
Scene01_rgb_00013.jpg,car,572.13837,185.55615,587.8309,197.3298,1.611744,100.5855,clone,9.72663,194,9.424783,572
Scene01_rgb_00013.jpg,car,579.59216,185.04918,595.73737,196.83122,1.633774,106.092,clone,9.871558,188,9.744567,579
Scene01_rgb_00013.jpg,car,584.3027,184.34009,601.3679,196.68031,1.651358,124.5339,clone,9.914837,195,9.8468895,589
Scene01_rgb_00013.jpg,car,728.2044,165.19804,744.35645,180.8695,-0.2743656,87.03615,clone,6.9586897,179,5.2544456,742
Scene01_rgb_00013.jpg,car,93.44394,216.5839,163.21805,231.54158,-0.9849557,39.70215,clone,2.3284054,230,1.2043881,158
Scene01_rgb_00013.jpg,car,152.65993,214.19974,198.85416,229.80107,-1.029509,39.74728,clone,2.577335,228,1.3701923,158
Scene01_rgb_00013.jpg,car,190.58646,210.89635,249.67542,238.424,-1.066607,39.13718,clone,3.016069,235,1.172995,195
Scene01_rgb_00013.jpg,car,243.78572,209.18219,298.80826,231.88722,-1.12377,39.32813,clone,2.9093227,209,2.67613,252
Scene01_rgb_00014.jpg,car,834.62555,188.94844,1241.4868,369.92844,-2.046872,3.805516,clone,0.78275186,261,0.4462234,1044
Scene01_rgb_00014.jpg,car,0.07096602,229.08707,194.20471,371.93427,2.260363,8.294318,clone,1.1220195,369,0.78185385,0
Scene01_rgb_00014.jpg,car,437.3702,198.37279,489.97025,229.67233,1.772501,30.96889,clone,3.5710468,228,2.981411,437
Scene01_rgb_00014.jpg,car,651.0869,179.69717,694.63,210.64929,-1.64401,34.5108,clone,5.2408133,209,4.3246665,693
Scene01_rgb_00014.jpg,car,472.33453,196.5932,509.57162,224.19054,1.760891,36.54188,clone,3.9984362,218,3.388331,472
Scene01_rgb_00014.jpg,car,504.5061,187.96739,536.5385,215.693,1.708271,51.4792,clone,5.3919044,213,4.2035117,504
Scene01_rgb_00014.jpg,car,543.3144,189.06192,560.18585,206.34518,1.668857,62.34515,clone,7.3585014,204,6.5274677,543
