filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
000025.png,car,563.8539,172.46048,618.1617,216.3053,1.75,30.18,clone
000025.png,car,730.2709,182.29544,802.8209,250.15305,-1.69,17.48,clone
000026.png,truck,632.1366,153.94843,696.9333,209.39552,1.8,37.22,clone
000026.png,car,554.4439,177.11569,577.9944,191.55789,-1.67,68.34,clone
000027.png,car,589.04034,181.65076,601.90216,193.64644,-1.58,73.46,clone
000028.png,person,150.56775,157.64743,198.30457,306.13324,-2.45,8.51,clone
000029.png,car,651.76746,170.18774,686.1859,202.90144,-1.71,41.53,clone
000030.png,car,559.2038,179.95497,587.75586,204.62392,1.58,41.9,clone
000031.png,car,330.39676,181.52797,491.091,289.56378,-1.35,12.2,clone
000031.png,car,787.2207,178.33852,1018.97107,335.61658,-1.93,8.46,clone
000031.png,car,702.4156,181.78992,827.2419,275.8675,-1.8,13.14,clone
000031.png,truck,439.9581,138.10008,544.50885,237.28691,1.71,22.27,clone
000031.png,car,656.7685,181.0483,711.5988,219.28328,-1.64,26.41,clone
000031.png,car,615.285,174.0921,652.7392,200.83755,-1.62,51.9,clone
000032.png,car,191.36885,191.45805,429.42432,338.05844,1.96,9.0,clone
000032.png,car,777.7971,189.97577,1008.99286,335.4954,-1.91,8.6,clone
000032.png,car,718.6979,181.89642,833.8301,271.5879,-1.79,13.47,clone
000032.png,car,709.3473,171.72789,772.49786,240.96622,-1.58,19.85,clone
000032.png,car,724.94006,163.78624,793.2312,191.56093,-1.35,25.25,clone
000032.png,car,493.83267,173.01067,531.49255,198.96742,-1.45,44.75,clone
000033.png,car,0.39807227,195.67618,222.19559,316.8401,2.17,10.15,clone
000034.png,car,40.376038,197.7917,322.69363,283.0384,0.5,14.12,clone
000034.png,car,479.5125,178.93657,535.45435,200.38904,-2.99,49.04,clone
000035.png,car,584.3381,171.68782,613.67096,194.58557,-1.58,46.7,clone
000035.png,car,423.39865,172.55115,531.6049,254.8805,-1.4,16.31,clone
000035.png,car,236.59764,184.04887,319.14694,227.69708,1.95,27.71,clone
000035.png,person,415.98706,180.47978,427.48798,206.70818,0.21,23.11,clone
000036.png,car,549.9372,183.081,692.13306,312.75735,-1.58,10.13,clone
000036.png,car,339.68033,193.57521,394.96472,218.18805,1.89,46.01,clone
000036.png,car,285.13507,196.79488,336.94702,221.6971,2.03,44.69,clone
000036.png,car,393.5995,187.62535,451.27286,212.04922,1.82,50.4,clone
000036.png,car,957.3937,184.98912,1105.2513,224.22362,2.67,26.68,clone
000036.png,car,1147.2502,181.51527,1241.7665,223.81412,2.53,26.55,clone
000036.png,car,1130.9457,232.18303,1241.6086,372.54718,-2.06,4.08,clone
000037.png,car,555.4032,173.1579,631.79956,241.30017,-1.57,19.43,clone
000037.png,car,504.4818,176.55342,539.0592,223.67422,-1.46,24.49,clone
000038.png,car,587.60724,172.05588,636.2374,216.0911,-1.59,28.28,clone
000038.png,car,900.5691,160.5215,1238.6339,368.37683,-1.27,6.69,clone
000038.png,car,820.3239,178.51881,936.83984,285.12384,-1.13,10.4,clone
000038.png,car,758.758,175.0516,893.6351,259.4717,-1.01,14.02,clone
000038.png,car,489.84128,180.65794,517.26434,200.62656,1.73,50.9,clone
000038.png,car,300.71136,189.50984,406.9231,248.9155,1.9,18.66,clone
000038.png,car,682.26324,173.38625,775.4062,222.05684,-0.87,24.75,clone
000038.png,car,658.2245,173.97325,699.3143,206.05394,-0.92,46.13,clone
000038.png,car,431.6316,178.9961,465.7894,201.3038,1.8,52.04,clone
000038.png,car,408.8806,179.14725,433.69757,196.80945,1.81,59.96,clone
000039.png,car,100.51861,197.14925,467.94946,371.80737,1.9,7.17,clone
000039.png,car,678.9627,185.71352,779.4373,250.854,-1.72,16.67,clone
000039.png,car,527.1325,177.29538,576.87036,210.11923,1.64,33.82,clone
000039.png,car,647.8133,179.25769,695.5857,216.0155,1.46,29.48,clone
000039.png,car,565.28204,176.62149,587.307,199.4609,1.58,48.95,clone
000039.png,car,638.02155,175.54762,662.2191,199.2288,-1.62,49.29,clone
000040.png,car,474.95154,181.3372,518.3029,211.63977,1.68,35.37,clone
000040.png,person,689.754,165.71939,702.2756,199.15753,1.13,42.82,clone
000041.png,car,450.95102,174.24109,523.1558,198.80867,-2.96,41.75,clone
000042.png,car,573.52423,175.90765,603.29407,201.47531,-1.57,44.49,clone
000043.png,person,470.3872,176.69177,500.31662,268.07648,-1.73,12.56,clone
000043.png,person,439.2114,171.20088,473.147,266.61188,-1.59,12.34,clone
000043.png,person,685.12335,165.6573,705.525,227.18846,1.19,20.51,clone
000043.png,person,712.5619,162.57968,738.8785,228.42609,1.09,20.3,clone
000044.png,car,0.913499,209.00407,346.07358,371.30835,2.11,5.22,clone
000044.png,car,382.3759,185.12337,502.9867,271.0617,1.79,13.93,clone
000045.png,car,72.54315,191.49126,267.26297,274.1717,2.12,15.21,clone
000045.png,train,695.2723,150.1764,735.2608,186.23224,-1.65,79.53,clone
000045.png,car,363.05356,186.7717,418.25684,225.38803,1.98,21.96,clone
000045.png,car,398.1446,178.18271,460.03918,217.66841,1.87,31.88,clone
000045.png,car,456.096,179.6297,496.6407,204.02824,1.8,41.53,clone
000045.png,car,491.619,179.17918,516.15515,202.16696,1.79,46.7,clone
000046.png,car,579.4523,174.8612,630.964,215.47026,-1.56,26.76,clone
000046.png,car,605.6014,173.92264,636.1504,197.60945,-1.58,35.33,clone
000046.png,car,770.3577,158.66434,1074.139,355.60858,-1.89,7.64,clone
000046.png,car,708.19037,175.02776,801.1277,248.70517,-1.77,15.65,clone
000046.png,car,654.64655,172.76959,699.76764,206.29457,-1.68,38.2,clone
000047.png,car,572.47736,176.4898,626.8555,218.35117,-1.57,26.54,clone
000047.png,car,-0.093256876,189.7712,166.52692,305.8651,-0.92,10.68,clone
000047.png,car,216.63603,166.99445,396.69333,289.5138,-1.22,12.25,clone
000047.png,car,356.63745,171.43979,424.24203,260.6564,-1.24,23.68,clone
000047.png,car,429.51163,182.40138,494.6119,224.98491,-1.38,25.13,clone
000047.png,car,530.5567,174.03789,549.38525,198.83577,-1.49,47.7,clone
000047.png,car,189.746,180.20018,240.89697,226.5347,-1.12,25.9,clone
000048.png,person,655.03204,162.63124,679.08514,235.95204,-1.58,16.82,clone
000048.png,person,678.4718,162.88953,707.88086,236.84888,-1.66,17.03,clone
000048.png,person,446.96304,168.79198,476.66122,238.15482,-1.42,16.26,clone
000049.png,car,587.43024,173.79706,657.73584,228.40442,-1.57,21.55,clone
000049.png,car,300.78918,175.96304,486.08118,262.4072,-2.24,13.75,clone
000049.png,car,473.32462,171.97943,534.0771,213.20496,-2.14,21.82,clone
000049.png,person,981.2636,196.12862,1107.1388,372.63287,-2.06,4.71,clone
000049.png,car,750.1239,182.3707,874.1334,261.16962,-1.83,14.89,clone
000049.png,car,718.9441,170.63734,807.9423,233.29228,-1.78,20.2,clone
000049.png,person,690.36926,173.19586,705.6523,206.21892,-1.88,32.55,clone
000049.png,car,7.4993935,180.07927,231.91858,280.2679,2.26,12.04,clone
000049.png,car,223.53632,175.51794,333.6686,244.32448,2.19,17.23,clone
000049.png,car,313.16367,172.7744,366.36194,199.08089,1.9,21.69,clone
000049.png,car,0.02970875,175.15681,94.15863,219.03453,2.23,17.43,clone
000050.png,car,680.5265,174.20996,801.9682,255.57779,-1.75,14.75,clone
000050.png,car,262.65292,184.14255,473.83612,306.70782,-1.31,9.79,clone
000050.png,car,928.4073,218.18613,1241.649,370.26282,-2.37,2.39,clone
000050.png,car,638.23114,167.94492,681.4171,203.6289,-1.58,31.72,clone
000051.png,car,708.6033,174.55576,748.9023,205.65355,-1.59,39.76,clone
000052.png,car,708.05963,184.20616,803.48486,231.77867,1.34,19.62,clone
000052.png,car,631.6159,180.0361,696.93225,221.02133,1.58,21.12,clone
000052.png,car,320.60922,180.16231,410.00757,213.12097,-2.9,32.97,clone
000052.png,car,48.368477,190.1545,88.16034,211.13629,-1.61,54.19,clone
000052.png,car,386.3059,174.30507,636.63477,298.53815,-2.17,12.06,clone
000052.png,car,247.23921,198.97829,378.48895,260.99884,-1.96,17.46,clone
000053.png,car,179.8275,182.33395,428.737,341.20084,1.86,8.15,clone
000053.png,car,706.072,188.07532,828.39825,270.45535,-1.79,14.21,clone
000053.png,car,447.10965,182.02322,520.9006,230.16476,1.7,20.88,clone
000053.png,car,503.17712,173.57344,550.7489,214.79422,1.64,28.91,clone
000053.png,car,648.7389,179.40158,707.0259,217.09135,1.46,29.57,clone
000053.png,car,541.0919,175.59195,563.65485,204.82307,1.64,38.08,clone
000054.png,person,777.43274,154.26308,842.1133,314.63052,2.83,7.8,clone
000055.png,truck,574.3845,125.64714,643.4686,211.65944,-1.56,34.15,clone
000055.png,car,29.285458,190.69902,122.12039,228.99994,2.24,32.12,clone
000055.png,car,113.5797,185.91612,194.87445,219.56769,2.14,36.62,clone
000055.png,car,180.65515,184.3037,255.09232,215.05977,2.08,42.56,clone
000055.png,car,233.74188,186.63336,287.88907,210.1371,2.04,47.64,clone
000056.png,car,544.11475,181.57321,568.8884,203.58882,1.67,48.54,clone
000057.png,car,0.10161401,257.5681,152.7923,372.27036,2.55,1.74,clone
000057.png,car,509.6963,196.29527,562.27325,232.243,1.67,30.55,clone
000057.png,car,569.0038,178.21565,594.2869,198.44638,1.59,76.01,clone
000058.png,person,403.19794,170.2483,499.50632,324.72482,-2.94,7.29,clone
000059.png,car,553.68304,178.78555,598.9476,213.7833,-1.56,30.01,clone
000059.png,car,509.63202,178.84773,543.199,204.69135,-1.48,41.7,clone
000059.png,car,969.5486,194.75314,1098.2352,243.90385,2.4,21.41,clone
000059.png,car,1126.6306,194.16074,1241.5061,247.54398,2.08,23.51,clone
000060.png,car,546.3556,173.97449,611.45496,236.51068,-1.55,21.02,clone
000060.png,car,304.88412,175.30626,350.062,196.1829,1.95,59.83,clone
000061.png,car,-0.041028243,221.9699,40.05431,321.80966,1.66,10.93,clone
000061.png,car,70.86075,217.424,118.493065,248.63602,1.58,33.21,clone
000061.png,car,18.924253,222.45944,90.44257,289.65366,1.67,16.63,clone
000062.png,car,417.0914,176.86343,520.3664,248.06123,1.86,19.65,clone
000062.png,car,515.97644,185.78676,572.6162,225.56244,1.82,27.12,clone
000062.png,car,603.36707,184.06921,638.3831,209.18546,1.71,43.31,clone
000062.png,car,677.905,179.89253,706.5954,198.5965,1.81,66.05,clone
000063.png,car,879.93555,186.85982,978.57074,248.68373,-1.75,18.74,clone
000063.png,car,340.08582,170.01157,509.78235,270.6886,-2.55,11.32,clone
000063.png,person,412.91873,180.00673,447.8693,214.57571,-1.94,10.12,clone
000063.png,car,839.4796,169.01984,891.2987,215.12604,-1.65,34.75,clone
000064.png,car,654.6793,176.0239,710.22235,215.5133,-1.7,26.82,clone
000064.png,car,734.8885,180.97185,875.48425,269.81885,-1.85,13.46,clone
000064.png,car,713.7162,176.91357,760.0931,204.44662,-1.83,39.17,clone
000064.png,truck,836.9963,61.00517,1112.745,254.4134,-2.01,16.44,clone
000065.png,person,596.11255,174.57701,611.0714,218.34148,2.67,25.06,clone
000065.png,train,418.7423,144.12059,714.27246,201.31828,-0.39,39.56,clone
000065.png,person,1031.5096,223.92459,1117.5028,310.64188,-2.7,5.52,clone
000065.png,person,814.51337,206.43709,862.46234,239.94316,-2.62,10.59,clone
000065.png,person,739.8429,206.86604,783.83136,252.48569,1.08,11.69,clone
000066.png,car,667.9263,176.28693,709.6283,204.50543,-1.53,31.58,clone
000066.png,car,592.2199,171.35458,632.56476,199.42079,1.75,40.99,clone
000067.png,car,670.4664,172.02144,706.0626,196.84592,-1.45,47.66,clone
000067.png,truck,1.8103784,84.0304,440.66995,254.46487,2.2,23.13,clone
000067.png,car,702.6256,172.8673,741.50446,199.4688,-1.45,38.29,clone
000067.png,car,429.444,183.89873,598.0154,279.27728,-1.13,12.32,clone
000067.png,car,79.65765,188.888,385.4701,298.67245,-0.79,11.21,clone
000067.png,car,536.25287,174.89908,565.34485,187.8907,1.84,43.4,clone
000068.png,car,103.24896,201.81622,432.29306,371.80722,1.94,6.98,clone
000068.png,car,0.27624834,216.2607,187.83293,371.28232,2.26,6.22,clone
000068.png,car,515.2543,188.42737,549.3386,243.03223,1.68,20.96,clone
000068.png,car,534.4044,187.78073,569.2305,224.99554,1.66,31.5,clone
000068.png,car,667.79266,181.74895,769.0375,230.5524,-0.16,25.95,clone
000068.png,car,635.99286,181.11966,688.2837,211.81664,-0.01,39.79,clone
000068.png,car,386.74026,173.2511,524.26654,279.81918,1.77,14.05,clone
000068.png,bicycle,910.2828,209.73486,1023.85785,297.15976,1.09,14.95,clone
000069.png,car,126.16332,187.61902,352.09314,253.73994,-2.73,16.53,clone
000069.png,car,498.33832,180.75172,518.6548,193.63826,0.21,62.51,clone
000070.png,person,554.6061,148.37355,614.8138,338.79297,2.98,6.89,clone
000071.png,car,592.67676,175.94215,662.2775,239.2737,-1.57,19.58,clone
000071.png,train,697.3571,150.77106,740.6113,185.352,1.54,83.1,clone
000072.png,car,0.1845172,180.31158,102.33001,224.29436,2.26,25.33,clone
000072.png,car,286.90573,186.36426,461.16534,283.12415,1.85,12.67,clone
000072.png,car,585.82294,175.33144,629.18494,210.21066,-1.57,32.6,clone
000073.png,person,232.58759,173.2866,300.79028,362.59915,-2.62,6.32,clone
000073.png,person,188.1695,160.69334,244.4254,348.6711,0.8,6.54,clone
000073.png,person,744.7047,167.36314,788.37396,288.17038,0.45,10.51,clone
000073.png,person,541.2349,174.11201,556.572,214.65477,-2.07,29.83,clone
000073.png,person,533.6052,174.81696,548.23724,214.69014,-2.02,29.55,clone
000074.png,person,682.32104,135.96738,775.32153,363.04004,1.21,6.19,clone
000074.png,person,780.9088,161.1272,854.47375,353.2877,1.07,6.18,clone
000074.png,person,931.7705,160.90367,1003.4392,310.54868,0.72,7.84,clone
000075.png,car,0.015559964,190.67918,120.34144,371.61917,2.59,1.36,clone
000075.png,car,455.44373,183.15323,574.1011,256.75766,1.86,16.67,clone
000075.png,car,558.26636,182.59444,622.752,233.09657,1.9,22.81,clone
000075.png,car,612.40906,181.55524,671.904,222.07625,1.83,28.33,clone
000075.png,car,781.5476,171.61644,837.4113,201.09111,-1.29,53.73,clone
000076.png,person,139.79642,191.37866,264.5911,371.90457,2.39,4.83,clone
000076.png,person,956.194,165.12338,1011.69196,280.31387,-1.35,9.12,clone
000076.png,person,227.1707,178.41312,280.13306,332.36108,0.66,7.41,clone
000076.png,person,747.65546,165.25375,761.3849,198.60457,-1.9,13.53,clone
000076.png,person,577.8649,162.03606,604.36957,232.7699,-1.53,17.75,clone
000076.png,person,519.2729,169.59457,544.93805,230.66624,2.63,19.66,clone
000076.png,person,549.7383,167.09322,570.1276,221.47368,1.66,22.65,clone
000076.png,person,698.89075,162.62523,713.78033,199.71706,1.43,21.58,clone
000077.png,car,575.1493,176.71841,611.6026,206.21167,1.74,39.62,clone
000078.png,car,0.72468805,170.10896,325.62885,371.2758,2.02,5.77,clone
000078.png,car,300.9723,177.29886,450.79788,305.4558,1.9,10.96,clone
000078.png,car,652.11487,169.24435,692.86664,198.55667,-1.47,34.46,clone
000078.png,car,617.3918,165.73941,652.4854,186.42165,1.78,51.25,clone
000079.png,car,664.5073,172.74617,699.5442,198.06258,-1.45,46.78,clone
000079.png,truck,19.65943,86.278435,444.4161,225.11769,2.18,23.95,clone
000079.png,car,355.24725,183.8325,566.74225,300.1572,-1.08,10.74,clone
000079.png,car,0.47348928,190.07964,327.69565,321.0052,-0.7,9.82,clone
000079.png,car,484.03375,173.07837,509.17465,189.17685,1.83,44.23,clone
000080.png,car,455.45538,172.7558,527.52295,224.08191,1.74,23.79,clone
000080.png,car,532.26337,177.53784,563.4234,199.0781,1.64,44.92,clone
000080.png,car,559.4492,176.69417,575.46796,190.42386,1.63,68.42,clone
000080.png,car,585.94244,174.25282,631.1345,214.34717,-1.57,29.39,clone
000081.png,train,1.6829376,74.26112,431.32953,301.3444,-1.0,15.22,clone
000082.png,car,707.8055,165.71475,733.4657,184.95837,-1.62,63.93,clone
000082.png,truck,-0.2155631,103.65133,194.58392,238.67418,0.49,20.34,clone
000083.png,car,0.62190676,224.4936,345.156,370.76373,-0.92,3.15,clone
000083.png,car,366.08954,184.22935,504.7284,274.51874,-1.35,12.45,clone
000083.png,car,585.03973,171.9779,641.91144,220.93237,-1.58,24.12,clone
000083.png,car,515.1235,170.7746,568.9205,216.76283,-1.47,26.91,clone
000083.png,car,470.6348,175.1692,512.9899,208.17455,1.77,35.5,clone
000084.png,car,458.37842,181.42427,506.96237,225.91103,1.55,27.84,clone
000084.png,car,449.40552,183.86528,471.04944,204.18396,1.46,42.1,clone
000085.png,person,305.425,180.40352,356.1932,304.14584,0.9,9.37,clone
000085.png,car,-0.17425494,72.15161,223.2928,363.75778,-2.42,17.05,clone
000086.png,car,0.027587358,286.81082,66.14944,372.95547,0.89,4.88,clone
000086.png,car,0.33060414,201.05437,224.00462,362.18213,-2.48,7.11,clone
000086.png,car,362.11096,176.60489,500.14642,223.63318,0.26,23.08,clone
000086.png,car,684.9554,170.30109,800.1887,229.65474,-0.17,18.97,clone
000086.png,car,471.4107,173.59161,535.5483,203.22174,-2.9,33.25,clone
000087.png,car,20.530027,186.24818,218.1904,257.6528,2.2,16.52,clone
000087.png,car,691.6335,172.45702,736.4551,206.17653,-1.63,33.48,clone
000087.png,car,802.5807,169.13118,826.1545,180.55132,3.11,64.7,clone
000087.png,person,561.00073,169.89215,572.1118,197.58913,-0.28,49.54,clone
000087.png,car,887.7153,168.33952,935.5494,182.62547,3.04,62.79,clone
000087.png,car,1051.555,159.19452,1114.1964,179.04301,2.82,59.48,clone
000088.png,car,179.45685,189.42613,366.39435,246.14189,0.49,19.19,clone
000089.png,car,320.70892,199.08997,505.29846,301.87238,-1.33,10.91,clone
000089.png,car,655.3115,178.96017,714.43835,223.12833,-1.7,24.94,clone
000089.png,car,459.0995,186.2275,537.4605,243.10892,-1.41,19.85,clone
000089.png,car,702.5614,181.21759,764.0071,273.98425,-1.79,12.49,clone
000089.png,car,633.00995,173.91583,667.4097,204.19861,-1.54,41.73,clone
000090.png,car,4.9382644,202.73969,124.400314,265.4192,-1.82,18.74,clone
000092.png,car,652.1297,176.65503,683.319,201.22833,-1.4,47.24,clone
000092.png,car,365.65005,189.20108,456.96405,240.1525,2.01,23.56,clone
000092.png,car,435.91852,177.73871,498.89346,225.68892,1.92,28.17,clone
000092.png,car,683.6455,169.25734,733.24866,210.55777,-1.66,31.81,clone
000092.png,car,734.4453,170.9841,755.23456,195.0698,2.53,21.78,clone
000093.png,car,0.44987404,192.50084,321.96442,371.61575,2.1,7.29,clone
000093.png,car,297.38345,195.84639,423.69095,291.1165,1.94,12.2,clone
000093.png,car,390.45535,185.50638,477.16357,253.28334,1.86,16.8,clone
000093.png,car,550.0709,177.80937,590.1851,203.62474,1.72,43.68,clone
000093.png,car,605.7019,174.41653,630.70135,191.5629,1.69,70.35,clone
000094.png,car,660.0921,194.96877,744.4931,254.34166,-1.72,19.16,clone
000095.png,car,593.6321,178.58215,666.54517,244.04646,-1.6,19.42,clone
000095.png,car,774.9498,175.19707,964.2862,271.09085,-1.11,13.24,clone
000095.png,car,701.356,181.57503,794.01227,226.95518,-0.98,24.11,clone
000095.png,car,671.3075,182.62122,716.63055,217.58266,-0.91,30.76,clone
000095.png,car,143.69243,195.61339,338.69217,285.52036,2.03,14.01,clone
000095.png,car,444.67847,182.48567,505.38416,220.69295,1.81,31.97,clone
000095.png,car,520.7017,179.26149,559.2162,206.8131,1.76,48.2,clone
000095.png,car,265.38654,185.66599,316.74356,199.00546,2.01,24.07,clone
000095.png,car,336.32092,181.71808,402.53806,225.98077,1.92,30.22,clone
000095.png,car,586.74146,180.5502,607.884,201.53044,1.76,68.44,clone
000095.png,car,405.62033,182.95148,457.46423,214.72212,1.92,40.62,clone
000095.png,car,495.4743,183.95628,519.7729,204.44905,2.0,53.34,clone
000095.png,car,66.52466,182.14278,203.14311,243.10367,2.27,22.53,clone
000095.png,car,647.0781,180.9389,672.22974,195.40718,-1.42,72.27,clone
000096.png,car,788.71155,185.92574,1159.0414,334.30673,-0.64,7.94,clone
000096.png,car,664.1596,165.6394,914.432,299.22894,-0.48,10.63,clone
000096.png,car,283.59598,181.09569,366.78833,244.87656,1.76,22.64,clone
000096.png,car,500.5577,181.4993,554.7908,217.75722,1.43,31.97,clone
000097.png,car,536.25494,178.38365,567.3904,192.9481,1.85,58.47,clone
000097.png,car,719.2692,173.01884,740.64954,191.12134,-1.56,56.31,clone
000098.png,car,656.5172,181.55795,725.50757,241.55061,-1.54,22.05,clone
000098.png,Misc,-0.2955446,0.9581187,225.10062,371.8599,-0.47,1.77,clone
000098.png,car,208.48032,190.4626,362.35965,279.64102,-1.24,14.7,clone
000098.png,car,339.50995,192.5582,419.67618,240.4395,-1.35,22.64,clone
000098.png,Misc,411.61957,138.31299,500.86783,212.41454,-1.46,38.97,clone
000098.png,car,745.1426,184.55606,778.26886,206.93727,-1.3,49.41,clone
000098.png,car,826.3037,184.59781,847.29266,201.39589,-1.31,69.99,clone
000099.png,car,0.72124577,199.39122,319.85727,371.45154,2.14,5.55,clone
000099.png,car,851.8252,193.50987,1242.2098,371.14807,-2.06,6.4,clone
000099.png,car,316.45392,171.18582,470.07736,276.9402,1.85,13.05,clone
000099.png,car,475.48587,179.67284,569.7099,239.74829,1.92,19.85,clone
000099.png,car,761.9633,183.26065,888.77966,269.54282,-1.74,13.79,clone
000099.png,car,749.5396,178.75916,820.17615,242.2229,-1.62,19.13,clone
000099.png,car,634.2463,171.62556,707.793,213.39703,1.91,30.37,clone
000099.png,car,966.931,154.42763,1002.96075,193.24469,-1.99,33.68,clone
000099.png,car,906.60126,155.67175,970.5913,193.98672,-1.88,34.91,clone
000100.png,person,359.75946,180.67255,398.19754,281.57397,0.84,11.35,clone
000101.png,car,0.06719517,208.13687,103.54637,259.12576,2.22,24.13,clone
000101.png,car,106.54028,198.52411,217.1334,249.27731,2.09,25.25,clone
000102.png,car,1153.5526,180.38977,1205.7634,210.69194,1.81,34.96,clone
000103.png,person,856.6168,156.31583,924.48126,291.3296,2.81,9.15,clone
000104.png,car,820.6325,183.74701,884.6677,238.33354,-1.51,22.62,clone
000104.png,car,356.71646,181.96107,529.3067,263.81195,2.13,15.69,clone
000104.png,car,609.0986,190.3156,681.82635,223.94116,1.88,28.61,clone
000104.png,car,680.8438,183.32635,727.83624,212.49841,1.77,36.89,clone
000104.png,car,718.27905,186.74646,740.6269,206.13217,1.76,44.59,clone
000104.png,car,742.3839,186.10304,764.2954,204.17409,1.73,52.53,clone
