filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y,depth_y,depth_min,depth_mean,depth_x,depth_median,depth_max,depth_mean_trim
003442.png,car,0.0,0,-1.75,683.35,179.02,770.25,248.68,69.66,86.89999999999998,3.22,2.79,1.73,18.04,-1.6,200,1.957357,2.1980472,760,2.055483,4.1714272,2.0645332
006077.png,car,0.0,1,-0.28,725.96,182.46,860.65,232.44,49.97999999999999,134.68999999999994,3.88,5.79,1.83,23.18,-0.04,221,2.1284008,2.9648206,859,2.9232838,6.790366,2.8895426
004558.png,car,0.0,1,-1.88,642.36,185.73,751.39,251.69,65.96000000000001,109.02999999999997,3.93,2.05,1.81,18.49,-1.78,233,2.0920193,2.3561444,750,2.2163482,4.4865723,2.1261618
005927.png,car,0.0,2,-1.1,203.56,199.3,280.2,234.07,34.76999999999998,76.63999999999999,4.45,-18.35,2.89,36.12,-1.57,233,2.5068717,3.028899,238,3.2615402,4.22181,3.2795017
004229.png,person,0.0,1,2.55,714.99,152.4,726.99,200.71,48.31,12.0,1.16,4.63,0.79,28.53,2.71,164,3.5380094,3.8891265,717,3.7574646,4.989335,3.7650206
004584.png,car,0.0,0,-1.61,582.87,165.29,602.31,181.26,15.969999999999999,19.43999999999994,4.45,-1.21,0.05,69.56,-1.63,180,8.486975,9.12539,582,9.1245575,9.743858,9.130089
006478.png,car,0.81,0,2.03,0.0,192.89,466.03,373.0,180.11,466.03,4.08,-2.09,1.6,4.17,1.58,358,0.4037872,0.8232835,171,0.6461484,4.8380013,0.67645746
007211.png,car,0.0,0,-1.88,783.77,178.0,854.88,221.37,43.370000000000005,71.11000000000001,3.25,7.35,1.63,25.73,-1.61,196,3.4125104,4.172802,847,3.7097623,7.500103,3.7334704
003861.png,car,0.0,0,-1.58,711.58,175.44,737.54,198.45,23.00999999999999,25.959999999999923,4.21,7.47,1.62,47.44,-1.43,192,5.822853,6.0657573,728,5.987463,7.5884976,6.0091004
000053.png,car,0.0,0,-1.79,707.54,185.88,834.49,271.76,85.88,126.95000000000005,3.68,2.97,1.7,14.21,-1.59,229,1.6494728,2.079716,824,1.7742441,6.2624516,1.7979603
001801.png,car,0.0,2,2.84,910.32,154.86,1048.44,216.01,61.14999999999998,138.12,3.95,12.88,1.47,25.45,-2.98,212,1.1453818,2.2827685,1038,1.3526537,5.1661916,1.5073657
002966.png,person,0.0,0,-3.04,1054.51,132.67,1131.38,292.41,159.74000000000004,76.87000000000012,1.02,5.8,1.25,8.69,-2.47,291,1.13211,1.2961122,1130,1.2796133,1.5696645,1.2805382
005411.png,car,0.88,0,2.21,0.0,123.15,275.6,374.0,250.85,275.6,4.39,-4.1,1.75,4.76,1.53,288,0.4815593,1.1764214,0,0.72877604,7.497923,0.7291114
005075.png,bicycle,0.0,1,-0.08,759.74,152.87,805.78,195.66,42.78999999999999,46.039999999999964,1.79,7.37,0.62,29.42,0.16,194,3.8758311,5.5948844,779,5.213729,8.3827,5.4548535
000740.png,car,0.73,0,1.07,784.73,194.05,1241.0,374.0,179.95,456.27,3.78,2.38,1.59,4.51,1.53,373,0.42646313,0.93174034,1239,0.6183129,3.9671197,0.642895
005318.png,Misc,0.0,1,-1.46,493.23,163.11,541.83,211.18,48.06999999999999,48.60000000000002,5.13,-4.81,1.28,38.83,-1.59,210,3.8437512,5.2888284,493,3.2322826,7.666582,3.655317
002481.png,car,0.0,1,2.16,232.78,184.25,358.63,237.07,52.81999999999999,125.85,4.35,-9.83,1.86,22.86,1.76,236,2.2662084,4.0008807,295,3.1143446,9.151357,3.202666
004501.png,bicycle,0.0,0,-2.0,947.74,150.4,1057.51,293.01,142.60999999999999,109.76999999999998,2.0,5.45,1.55,10.22,-1.52,225,1.2568994,2.0267806,1036,1.6163967,6.2124276,1.8545662
003169.png,car,0.0,1,-0.94,692.95,170.91,792.7,215.2,44.28999999999999,99.75,3.88,5.01,1.49,27.11,-0.76,207,2.7303853,5.12113,789,4.4967327,9.112325,4.632596
002413.png,car,0.05,0,2.01,84.89,191.76,412.51,374.0,182.24,327.62,3.88,-3.49,1.7,7.74,1.59,339,0.7230023,1.0362895,204,0.9335993,2.2972538,0.9550472
006944.png,car,0.0,1,1.9,330.3,183.67,381.7,212.79,29.120000000000005,51.39999999999998,3.39,-13.8,2.09,39.29,1.57,200,4.9551964,5.5521574,362,5.288915,8.595391,5.3071337
004767.png,car,0.0,1,1.98,305.97,180.01,358.83,202.48,22.47,52.85999999999996,4.16,-18.62,1.92,48.53,1.61,201,5.758422,6.614043,347,6.4203596,7.835371,6.4457116
000795.png,car,0.0,0,-1.58,689.93,174.39,719.15,203.3,28.910000000000025,29.220000000000027,5.1,6.13,1.9,47.2,-1.45,195,5.228312,6.0137773,716,5.8808403,9.542156,5.8865504
001346.png,truck,0.0,1,1.8,357.1,150.24,437.76,217.29,67.04999999999998,80.65999999999997,7.03,-11.83,2.31,40.76,1.52,216,2.4959064,4.953273,382,4.9805355,8.351383,4.988617
000027.png,car,0.0,0,-1.58,590.88,181.6,607.07,194.48,12.879999999999995,16.190000000000055,3.56,-1.15,2.16,73.46,-1.59,193,9.141353,9.596494,590,9.624514,9.78279,9.617624
001460.png,car,0.0,0,1.73,490.91,188.09,532.97,215.78,27.689999999999998,42.06,3.97,-5.53,2.33,40.91,1.59,209,4.394699,4.919901,490,4.76867,6.803258,4.788376
000898.png,car,0.0,0,-1.65,558.36,171.55,585.94,195.14,23.589999999999975,27.58000000000004,3.64,-2.64,1.48,49.21,-1.7,186,6.017992,6.4631543,584,6.3907766,8.089254,6.402974
006362.png,car,0.0,0,1.75,472.17,187.97,496.25,204.35,16.379999999999995,24.079999999999984,3.67,-11.48,2.81,65.92,1.57,203,6.769375,7.338229,489,7.2315903,8.609353,7.247303
005815.png,car,0.0,1,-1.18,301.45,160.96,339.0,186.68,25.72,37.55000000000001,4.73,-29.07,1.36,72.51,-1.56,163,8.295629,8.899478,301,8.910853,9.220715,8.916288
005133.png,person,0.0,1,2.41,722.69,172.23,750.81,257.78,85.54999999999998,28.11999999999989,0.35,2.2,1.49,12.9,2.57,256,1.5673531,1.7970442,749,1.635068,6.5584483,1.6418138
002095.png,person,0.0,0,2.03,152.17,148.49,179.5,216.08,67.59,27.330000000000013,0.96,-12.84,1.01,20.73,1.48,188,2.9103315,3.3217285,162,3.1561859,4.2579885,3.2434874
006613.png,person,0.0,0,-1.27,518.86,169.57,539.63,229.92,60.349999999999994,20.769999999999982,0.72,-2.2,1.33,20.16,-1.38,177,2.6740434,3.0925703,523,2.8688922,5.039515,2.9619954
003285.png,car,0.0,0,2.04,211.24,174.12,274.98,210.2,36.079999999999984,63.74000000000001,3.93,-20.68,2.02,40.79,1.58,209,5.071682,5.6252346,211,5.5425625,7.2628055,5.5632157
006820.png,car,0.0,1,2.02,203.58,187.14,398.9,273.0,85.86000000000001,195.31999999999996,4.59,-6.13,1.77,14.92,1.63,187,0.86588806,2.0170665,318,1.7844727,6.1038795,1.8003039
002068.png,car,0.0,0,1.68,473.24,174.98,534.21,217.15,42.170000000000016,60.97000000000003,4.12,-3.56,1.39,24.5,1.54,216,2.9555867,3.4695103,473,3.1282074,6.6665115,3.1827052
004782.png,person,0.0,2,-1.94,464.74,179.14,497.08,272.04,92.90000000000003,32.339999999999975,0.55,-2.53,1.8,13.42,-2.12,263,1.5154853,1.6408355,464,1.5876144,2.680516,1.6044034
003359.png,person,0.0,1,-1.79,751.38,168.8,772.05,220.75,51.94999999999999,20.66999999999996,0.77,5.44,1.71,26.18,-1.58,219,2.1512527,2.801185,771,2.2888982,7.95345,2.2924318
006350.png,car,0.12,1,1.12,850.97,183.5,1241.0,374.0,190.5,390.03,4.23,3.94,1.65,7.46,1.59,349,0.417784,0.7371929,1231,0.614481,4.682005,0.6428683
004060.png,car,0.0,0,-0.6,753.33,190.34,1207.55,344.89,154.54999999999998,454.2199999999999,4.53,4.08,1.69,8.33,-0.16,343,0.93837625,1.2105262,995,1.0600591,2.0541725,1.0726799
001935.png,car,0.0,0,-1.59,565.01,171.09,617.27,221.53,50.44,52.25999999999999,3.55,-0.73,1.57,24.9,-1.62,203,2.8628943,3.450624,616,3.0102034,9.4178915,3.0275621
005784.png,bicycle,0.71,0,2.24,0.0,159.84,215.98,374.0,214.16,215.98,1.9,-3.2,1.73,4.15,1.61,185,0.5151755,0.90043163,8,0.84220415,1.8920642,0.8172952
002333.png,car,0.0,1,1.83,406.52,178.13,452.94,206.65,28.52000000000001,46.420000000000016,4.49,-11.17,2.01,44.88,1.59,200,4.1709914,5.8161716,437,5.1897025,8.6614,5.093641
007200.png,car,0.09,0,2.17,0.0,203.72,310.18,357.03,153.30999999999997,310.18,4.13,-5.75,1.91,9.46,1.63,356,0.8880662,1.204414,2,1.1047888,2.955421,1.1074817
002907.png,car,0.0,1,-1.11,239.99,159.92,289.64,191.16,31.24000000000001,49.64999999999998,4.73,-28.69,1.48,60.1,-1.56,190,6.852823,7.384813,257,7.3106384,8.570572,7.319223
002900.png,car,0.0,1,-1.4,1094.03,176.43,1199.88,249.84,73.41,105.85000000000014,3.42,13.52,1.76,18.15,-0.76,248,1.9052209,2.88469,1134,2.1304936,7.153609,2.1422784
005669.png,bicycle,0.0,0,1.89,365.41,168.31,445.43,288.06,119.75,80.01999999999998,1.9,-3.31,1.72,11.69,1.62,282,1.4598317,2.3519711,674,1.8173003,4.986309,2.0759099
002103.png,car,0.0,1,-1.83,700.29,190.03,911.7,327.79,137.76000000000002,211.41000000000008,4.14,2.36,1.7,9.96,-1.61,314,1.0163903,1.4909835,910,1.1042429,4.9142733,1.138473
004166.png,car,0.0,1,-0.49,715.37,158.47,783.37,180.95,22.47999999999999,68.0,4.63,10.25,0.57,53.2,-0.3,179,4.922588,6.138733,781,5.903041,7.4188905,5.865677
006642.png,car,0.0,2,-1.67,641.04,175.6,676.99,204.27,28.670000000000016,35.950000000000045,3.79,2.65,1.68,40.12,-1.61,203,4.33289,5.972182,675,4.7615533,9.118577,4.8206286
003934.png,car,0.0,0,-1.59,550.69,169.57,715.93,328.79,159.22000000000003,165.2399999999999,3.05,0.2,1.65,9.14,-1.57,198,0.90822566,1.4265184,693,1.0321206,8.395244,1.0407938
002876.png,car,0.0,1,-0.18,667.92,175.39,767.79,209.34,33.95000000000002,99.87,4.23,4.8,1.59,32.63,-0.04,192,3.008186,5.0444074,762,4.5337276,9.166709,4.6723614
006775.png,car,0.0,1,-1.4,662.01,172.03,696.95,197.8,25.77000000000001,34.940000000000055,4.33,4.38,1.5,45.22,-1.3,196,4.9225917,5.9276414,662,5.809553,8.118498,5.8135953
002414.png,car,0.0,0,-1.89,760.28,171.91,1027.18,339.85,167.94000000000003,266.9000000000001,3.79,2.98,1.56,8.58,-1.57,338,0.8886722,1.1513605,1026,1.0011767,3.5498836,1.0492294
006926.png,car,0.0,3,-1.79,741.96,140.49,922.12,295.03,154.53999999999996,180.15999999999997,4.41,3.43,1.71,12.18,-1.52,145,1.2314595,1.7443174,807,1.3923355,7.645198,1.4137918
000374.png,car,0.0,0,-1.87,833.66,167.13,869.99,190.99,23.860000000000014,36.33000000000004,3.62,18.93,1.39,56.65,-1.55,189,4.9162016,6.0584507,858,6.293291,8.169935,6.2188005
003978.png,car,0.0,0,-2.83,257.22,191.93,419.89,251.91,59.97999999999999,162.66999999999996,3.6,-6.92,1.93,18.53,3.1,250,2.1727653,2.5556684,372,2.4170947,3.4282563,2.453582
001168.png,car,0.0,0,1.7,493.47,188.31,541.75,223.87,35.56,48.27999999999997,4.05,-4.18,2.2,32.92,1.57,216,4.0138574,4.6575227,514,4.2072644,9.638011,4.238574
000348.png,car,0.0,2,-1.68,642.41,176.32,679.49,205.83,29.51000000000002,37.08000000000004,3.79,2.68,1.71,39.04,-1.61,204,4.1966653,6.0971136,678,4.712985,9.036219,4.754509
002153.png,bicycle,0.0,0,1.6,578.34,179.12,587.88,202.31,23.189999999999998,9.539999999999964,1.83,-2.09,2.25,55.77,1.57,188,7.511851,7.975297,584,7.8218,9.256147,7.8678102
001288.png,car,0.0,2,-1.69,667.77,181.2,721.07,224.72,43.52000000000001,53.30000000000007,3.52,3.13,1.87,27.58,-1.57,223,3.4043212,4.004865,720,3.3248181,8.367702,3.28509
001304.png,Misc,0.0,0,1.9,350.96,166.09,398.08,208.25,42.16,47.120000000000005,3.84,-16.63,2.42,51.09,1.58,169,4.755797,5.2448187,353,5.249929,6.8836794,5.2413416
005515.png,car,0.0,0,-1.62,790.55,163.13,830.05,203.94,40.81,39.5,4.39,10.75,1.6,39.02,-1.36,198,4.1599216,5.53739,826,4.655404,9.526342,4.376456
005593.png,car,0.15,0,-2.19,956.63,187.75,1241.0,321.31,133.56,284.37,4.06,6.58,1.64,9.95,-1.62,251,0.9674085,1.4439386,1164,1.1100054,6.272374,1.135637
004282.png,car,0.0,0,1.82,340.3,183.39,378.68,207.03,23.640000000000015,38.379999999999995,3.11,-15.9,2.11,45.85,1.48,206,6.006592,6.542165,377,6.382164,8.431705,6.409752
003537.png,car,0.0,1,2.09,122.67,182.14,236.61,225.71,43.57000000000002,113.94000000000001,4.09,-15.5,1.78,26.19,1.56,224,1.7491808,3.3121996,235,3.2608616,4.563857,3.2854319
007470.png,car,0.0,1,-1.62,634.65,183.14,662.92,207.99,24.850000000000023,28.269999999999982,3.62,2.36,2.12,45.04,-1.57,206,3.8551319,5.8145547,661,5.70168,8.00223,5.611326
000332.png,car,0.0,0,1.7,548.63,178.75,597.32,216.26,37.50999999999999,48.690000000000055,4.14,-1.22,1.46,32.38,1.65,206,3.7027905,4.4792385,562,3.975727,9.255271,4.041718
003399.png,Misc,0.0,3,-1.54,575.5,161.51,616.41,180.83,19.32000000000002,40.90999999999997,2.66,-0.79,0.44,41.11,-1.55,172,4.5701876,4.7524858,587,4.7259426,5.4605117,4.7285886
004288.png,car,0.0,1,-1.42,480.05,183.72,535.01,223.47,39.75,54.95999999999998,4.16,-4.03,1.43,29.28,-1.56,218,3.214976,4.074263,484,3.1455579,5.3489523,3.2888753
007012.png,car,0.0,0,-1.58,572.17,189.75,620.76,229.68,39.93000000000001,48.59000000000003,3.56,-0.54,1.89,25.65,-1.6,216,3.089808,3.290929,611,3.240851,7.79448,3.2406144
003541.png,car,0.0,1,1.76,477.29,177.93,549.19,240.1,62.16999999999999,71.90000000000003,3.34,-2.84,1.86,21.5,1.63,239,2.4011767,3.394019,477,2.6120138,8.621822,2.5232503
002887.png,car,0.0,1,1.64,1119.58,154.9,1170.47,199.34,44.44,50.8900000000001,5.64,32.52,1.52,43.8,2.27,195,5.0095015,5.696844,1133,5.4655337,7.718036,5.4653273
000079.png,car,0.0,0,-1.45,669.49,174.52,700.47,196.1,21.579999999999984,30.980000000000018,4.44,4.88,1.45,46.78,-1.35,188,5.3821607,5.931693,699,5.925676,6.514679,5.9281564
001869.png,truck,0.0,0,-1.5,606.69,161.66,656.74,207.23,45.56999999999999,50.049999999999955,12.34,1.75,2.22,51.73,-1.46,168,5.5000377,6.3886466,640,5.990367,9.4253025,6.0594954
000977.png,car,0.0,1,1.37,733.72,170.63,819.1,224.14,53.50999999999999,85.38,4.44,5.05,1.47,22.63,1.59,223,1.8816007,2.9116795,802,2.7751095,5.2309685,2.8171864
002341.png,car,0.0,0,-1.21,201.92,185.72,330.36,250.38,64.66,128.44000000000003,4.2,-8.62,1.46,18.46,-1.64,226,2.0234823,2.6436791,204,2.250765,7.508078,2.3095524
003456.png,car,0.0,1,-0.23,768.77,176.06,864.6,214.42,38.359999999999985,95.83000000000004,3.78,9.04,1.78,31.85,0.04,210,1.7750504,3.3248317,863,3.5618541,5.53767,3.3586357
002958.png,car,0.0,0,-1.87,744.32,181.71,998.35,331.31,149.6,254.02999999999997,4.36,2.87,1.53,9.09,-1.58,330,0.9201088,1.2148116,997,1.0424943,3.7654037,1.0754455
002507.png,person,0.0,0,0.49,247.65,161.32,305.98,308.65,147.32999999999998,58.33000000000001,0.86,-3.9,1.48,8.42,0.08,198,0.8865357,1.0780445,262,0.98438597,1.5568994,1.0118725
002599.png,car,0.0,2,-1.13,209.64,181.37,305.01,227.57,46.19999999999999,95.37,3.96,-13.01,1.45,26.89,-1.58,216,3.0185552,3.5968664,286,3.2559757,6.0557237,2.6806214
001224.png,car,0.0,1,1.67,214.19,198.94,281.25,262.38,63.44,67.06,4.2,-12.34,2.81,24.7,1.21,261,2.2495282,3.1154342,214,2.8363886,7.4475026,2.847428
005761.png,car,0.0,0,-1.54,598.53,168.61,622.0,193.28,24.669999999999987,23.470000000000027,4.54,0.05,1.67,60.63,-1.54,176,7.4615498,7.846669,613,7.7746363,9.05666,7.7764215
003732.png,car,0.0,0,-1.57,584.51,175.7,641.78,227.93,52.23000000000002,57.26999999999998,4.38,0.36,1.36,23.38,-1.56,199,2.6230714,3.1429586,639,2.8959508,9.347144,2.9086826
000439.png,car,0.0,2,-1.73,695.16,175.52,776.14,235.1,59.579999999999984,80.98000000000002,3.57,3.53,1.38,19.82,-1.56,220,2.2679863,2.7248092,747,1.8338369,7.8453393,1.9986725
002076.png,bicycle,0.0,0,-0.11,612.18,166.13,643.69,197.61,31.480000000000018,31.510000000000105,1.82,1.38,1.01,42.64,-0.08,181,4.7397394,5.6564126,634,5.080415,9.853455,5.1259403
006908.png,person,0.45,0,-1.67,0.0,175.63,140.73,373.0,197.37,140.73,0.91,-3.24,1.66,4.27,-2.3,311,0.57115155,0.8578859,0,0.7433262,2.9338455,0.7584062
007007.png,car,0.56,0,-2.18,0.0,207.8,35.01,237.36,29.560000000000002,35.01,3.3,-34.19,3.5,40.12,-2.88,236,4.1864967,5.134398,1,5.074937,6.5311756,5.043276
000720.png,person,0.0,0,2.24,1.49,166.57,62.6,259.44,92.87,61.11,0.69,-11.89,1.74,14.8,1.57,180,1.8618077,2.226461,27,2.080678,4.2126317,2.1171327
000751.png,car,0.0,0,1.72,468.06,187.84,538.8,242.41,54.56999999999999,70.73999999999995,3.43,-2.96,1.8,20.3,1.57,241,2.3614466,2.6663003,468,2.527791,7.661343,2.538706
006208.png,car,0.0,2,0.38,221.74,188.06,337.58,224.94,36.879999999999995,115.83999999999997,4.23,-14.48,2.21,31.72,-0.04,188,2.438928,3.0014055,291,2.7323847,6.001683,2.7807078
000280.png,car,0.0,1,1.97,265.17,193.28,330.23,223.5,30.22,65.06,4.15,-17.12,2.65,39.7,1.57,222,4.477977,6.0589094,291,5.9330406,7.5562916,5.9975343
006710.png,car,0.0,0,-2.37,766.26,177.02,899.7,232.76,55.73999999999998,133.44000000000005,3.48,6.19,1.56,20.48,-2.08,209,2.4861906,2.924167,889,2.6722453,5.4158206,2.6947696
003801.png,car,0.0,0,-1.6,566.95,180.32,615.63,219.84,39.52000000000001,48.67999999999995,3.38,-0.79,1.65,26.98,-1.63,207,3.397998,3.7746873,595,3.5545452,8.689513,3.552469
006198.png,car,0.0,1,-1.66,679.17,174.15,728.75,213.15,39.0,49.58000000000004,4.17,3.79,1.57,29.9,-1.53,212,3.7097592,4.188019,727,3.9251263,7.7949615,3.9704342
003880.png,person,0.0,0,-1.57,620.06,172.92,639.72,225.39,52.47,19.660000000000082,0.95,1.1,1.52,25.34,-1.53,186,3.7933302,5.1226597,620,4.0136294,9.464854,4.1018944
000579.png,car,0.0,0,-1.3,394.37,165.38,452.04,208.02,42.640000000000015,57.670000000000016,4.62,-9.54,1.71,37.1,-1.55,172,4.5930877,4.98071,424,4.8181725,6.5708785,4.840963
001986.png,car,0.0,2,-1.51,524.45,179.14,559.28,204.71,25.57000000000002,34.82999999999993,4.39,-3.55,0.98,39.04,-1.6,203,4.0743933,5.1849203,524,3.82028,5.964528,3.9392765
000963.png,car,0.0,0,-2.18,288.99,171.2,534.73,302.42,131.22000000000003,245.74,4.61,-3.71,1.96,12.88,-2.46,301,1.2700928,1.7319376,393,1.4024649,5.1626053,1.4111602
000217.png,car,0.0,0,1.58,562.18,178.55,594.26,206.23,27.67999999999998,32.08000000000004,3.89,-1.73,1.72,38.85,1.53,196,4.7901535,5.1893682,568,5.030903,8.583772,5.040696
003042.png,car,0.0,1,1.98,192.59,185.93,291.88,237.62,51.69,99.28999999999999,3.65,-12.64,2.09,24.97,1.52,235,1.6686236,3.627816,216,3.3441913,7.728643,3.3641968
003558.png,car,0.0,0,-1.57,576.59,174.13,601.24,193.65,19.52000000000001,24.649999999999977,3.56,-1.45,1.37,48.86,-1.6,188,6.001872,6.283423,590,6.200741,8.223076,6.218495
005578.png,car,0.0,0,-1.54,596.62,167.51,620.65,192.73,25.22,24.029999999999973,4.54,-0.09,1.59,59.35,-1.54,174,7.2700286,7.716162,604,7.6688867,8.599048,7.670269
005800.png,car,0.0,0,1.64,543.75,185.88,575.42,212.56,26.680000000000007,31.66999999999996,4.42,-3.16,2.4,45.51,1.57,211,4.0985465,6.19627,543,5.906785,9.272938,5.9407625
003698.png,car,0.0,0,-1.84,809.89,166.09,853.26,190.6,24.50999999999999,43.370000000000005,5.31,18.75,1.46,61.35,-1.54,189,5.2045646,5.9252777,851,5.8717384,6.977045,5.841902
006109.png,car,0.0,0,-1.61,696.0,173.81,732.07,204.1,30.289999999999992,36.07000000000005,4.21,5.19,1.51,36.56,-1.47,176,4.4504237,4.8941865,724,4.660492,9.515916,4.6651354
000199.png,person,0.0,0,2.8,842.89,161.25,918.31,319.73,158.48000000000002,75.41999999999996,1.07,2.89,1.41,7.49,-3.13,259,0.9393721,1.2627159,866,1.115929,2.9965506,1.1603441
004248.png,car,0.0,0,-1.39,432.59,170.23,505.62,224.92,54.69,73.03000000000003,4.32,-4.89,1.28,25.76,-1.58,172,3.1304245,3.833974,445,3.4504375,8.729228,3.4598465
000531.png,car,0.0,1,-2.01,938.56,163.43,1109.63,242.89,79.45999999999998,171.07000000000016,4.43,9.59,1.48,17.24,-1.51,225,1.9533486,2.3352818,983,2.048586,3.760471,2.0562544
004983.png,person,0.0,0,-1.62,706.87,172.57,737.32,272.86,100.29000000000002,30.450000000000045,0.91,1.97,1.54,12.53,-1.48,271,1.6365767,1.8941699,719,1.8163457,4.2203765,1.8308678
003912.png,car,0.0,1,3.02,886.5,163.43,944.59,184.29,20.859999999999985,58.09000000000003,4.08,24.33,0.89,57.61,-2.87,166,2.553284,6.743755,893,7.3899307,8.380077,7.388418
007342.png,car,0.0,0,1.7,452.34,164.41,515.23,214.08,49.670000000000016,62.89000000000004,3.92,-4.18,1.28,24.17,1.53,185,3.0568907,3.6532478,457,3.2934456,8.356037,3.341997
003833.png,car,0.0,1,1.99,254.1,186.22,300.03,206.25,20.03,45.92999999999998,4.44,-24.52,2.38,53.24,1.56,199,5.8499317,6.9023023,254,6.595807,8.32021,6.6257076
005000.png,car,0.0,2,-1.64,659.16,177.27,696.36,208.28,31.00999999999999,37.200000000000045,3.28,3.56,1.3,35.07,-1.54,207,3.5403643,4.362351,695,3.9233913,7.0801187,3.9088678
002345.png,car,0.0,0,-1.75,697.18,181.65,827.64,277.46,95.80999999999997,130.46000000000004,3.53,2.52,1.62,12.88,-1.57,196,1.4054135,1.7949269,804,1.5264502,5.5802956,1.5420474
000591.png,car,0.0,1,1.92,279.79,192.05,439.32,284.94,92.88999999999999,159.52999999999997,3.65,-4.43,1.78,13.2,1.6,246,1.4418553,1.6975789,279,1.4881598,5.049682,1.4401222
001196.png,person,0.0,1,2.98,463.56,166.02,500.0,254.09,88.07,36.44,0.94,-2.7,1.65,15.13,2.81,202,1.86326,2.7130694,494,2.0600088,7.157477,2.138102
003801.png,car,0.0,2,0.93,316.41,175.15,456.95,235.47,60.31999999999999,140.53999999999996,4.2,-6.52,1.67,20.74,0.63,221,2.0413463,3.715368,359,2.275714,9.446208,2.2264998
002338.png,car,0.06,0,1.08,818.23,177.84,1215.42,374.0,196.16,397.19000000000005,3.61,3.38,1.52,6.92,1.52,340,0.688713,1.0733507,1030,0.869214,5.0915775,0.8920461
000965.png,car,0.0,1,1.65,533.4,190.52,570.68,224.46,33.94,37.27999999999997,3.68,-2.84,2.43,35.62,1.57,222,3.8785765,4.451218,533,4.214839,5.779037,4.068015
005932.png,car,0.0,0,1.92,334.05,187.86,373.87,208.24,20.379999999999995,39.81999999999999,2.94,-18.44,2.49,52.0,1.58,201,6.5756187,7.3745995,341,7.224047,8.838176,7.266268
001103.png,car,0.0,0,1.85,621.63,184.15,674.36,216.92,32.76999999999998,52.73000000000002,3.61,1.87,2.05,35.17,1.91,201,4.333676,5.187395,625,4.6797156,8.538204,4.752264
002917.png,bicycle,0.0,3,-2.07,1074.78,133.56,1221.93,308.81,175.25,147.1500000000001,1.75,6.06,1.41,8.3,-1.45,182,1.0866808,2.134356,1169,1.2953774,6.8026915,1.4634058
