filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
Scene01_rgb_00013.jpg,car,507.0971,189.19533,541.33704,216.13307,1.705511,52.53172,clone
Scene01_rgb_00013.jpg,car,543.28186,188.71828,562.4732,207.04353,1.666964,63.39779,clone
Scene01_rgb_00013.jpg,car,636.7464,180.9185,660.19684,196.39023,-1.611425,84.94061,clone
Scene01_rgb_00013.jpg,car,689.6072,167.98265,720.40515,187.91594,-3.24805,77.79214,clone
Scene01_rgb_00013.jpg,car,568.51385,185.76938,585.4166,197.944,-1.509829,89.29491,clone
Scene01_rgb_00013.jpg,car,561.0617,186.35971,577.55316,198.82599,1.632215,78.23561,clone
Scene01_rgb_00013.jpg,car,572.13837,185.55615,587.8309,197.3298,1.611744,100.5855,clone
Scene01_rgb_00013.jpg,car,579.59216,185.04918,595.73737,196.83122,1.633774,106.092,clone
Scene01_rgb_00013.jpg,car,584.3027,184.34009,601.3679,196.68031,1.651358,124.5339,clone
Scene01_rgb_00013.jpg,car,728.2044,165.19804,744.35645,180.8695,-0.2743656,87.03615,clone
Scene01_rgb_00013.jpg,car,93.44394,216.5839,163.21805,231.54158,-0.9849557,39.70215,clone
Scene01_rgb_00013.jpg,car,152.65993,214.19974,198.85416,229.80107,-1.029509,39.74728,clone
Scene01_rgb_00013.jpg,car,190.58646,210.89635,249.67542,238.424,-1.066607,39.13718,clone
Scene01_rgb_00013.jpg,car,243.78572,209.18219,298.80826,231.88722,-1.12377,39.32813,clone
Scene01_rgb_00014.jpg,car,834.62555,188.94844,1241.4868,369.92844,-2.046872,3.805516,clone
Scene01_rgb_00014.jpg,car,0.07096602,229.08707,194.20471,371.93427,2.260363,8.294318,clone
Scene01_rgb_00014.jpg,car,437.3702,198.37279,489.97025,229.67233,1.772501,30.96889,clone
Scene01_rgb_00014.jpg,car,651.0869,179.69717,694.63,210.64929,-1.64401,34.5108,clone
Scene01_rgb_00014.jpg,car,472.33453,196.5932,509.57162,224.19054,1.760891,36.54188,clone
Scene01_rgb_00014.jpg,car,504.5061,187.96739,536.5385,215.693,1.708271,51.4792,clone
Scene01_rgb_00014.jpg,car,543.3144,189.06192,560.18585,206.34518,1.668857,62.34515,clone
Scene01_rgb_00014.jpg,car,635.31726,180.88199,658.14813,194.51329,-1.611711,83.88603,clone
Scene01_rgb_00014.jpg,car,692.86786,171.34851,727.3154,187.95398,-3.249287,76.73659,clone
Scene01_rgb_00014.jpg,car,570.9983,185.75188,587.9165,198.07314,-1.508917,88.24191,clone
Scene01_rgb_00014.jpg,car,563.12036,187.09984,578.3349,199.58145,1.633375,77.1827,clone
Scene01_rgb_00014.jpg,car,572.04565,186.32532,586.9506,198.0021,1.612478,99.53239,clone
Scene01_rgb_00014.jpg,car,579.911,185.64095,594.97626,197.08092,1.63443,105.0389,clone
Scene01_rgb_00014.jpg,car,580.4953,185.10147,597.8007,197.27695,1.651843,123.4805,clone
Scene01_rgb_00014.jpg,car,82.08854,217.01825,145.68338,235.6566,-0.9721739,38.65351,clone
Scene01_rgb_00014.jpg,car,133.66357,216.42993,182.15959,241.4347,-1.017218,38.69818,clone
Scene01_rgb_00014.jpg,car,173.6631,211.06229,238.01726,241.89366,-1.054696,38.08759,clone
Scene01_rgb_00014.jpg,car,228.45065,209.0326,285.4307,237.62334,-1.112706,38.27808,clone
Scene01_rgb_00015.jpg,car,899.28436,205.97691,1241.8895,370.714,-2.213662,2.652115,clone
Scene01_rgb_00015.jpg,car,0.086988665,235.43991,130.43362,366.44427,2.335748,7.142198,clone
Scene01_rgb_00015.jpg,car,428.11526,197.6324,487.09503,229.85924,1.781062,29.81649,clone
Scene01_rgb_00015.jpg,car,634.45087,180.13376,659.54016,194.79254,-1.645929,33.35699,clone
Scene01_rgb_00015.jpg,car,470.01358,194.89476,508.5605,224.49226,1.767078,35.3894,clone
Scene01_rgb_00015.jpg,car,500.09952,186.17511,536.99286,215.82674,1.711408,50.3265,clone
Scene01_rgb_00015.jpg,car,539.4116,189.32971,558.24713,207.05714,1.670993,61.19228,clone
Scene01_rgb_00015.jpg,car,695.25726,167.44818,726.42645,186.6098,-3.250677,75.58131,clone
Scene01_rgb_00015.jpg,car,565.7647,185.79086,582.8907,198.31131,-1.507902,87.0886,clone
Scene01_rgb_00015.jpg,car,574.93665,185.27045,591.73425,197.18771,1.613292,98.37893,clone
Scene01_rgb_00015.jpg,car,582.0481,184.46272,599.1221,196.23099,1.603441,108.7574,clone
Scene01_rgb_00015.jpg,car,586.90454,184.10146,603.2802,195.72772,1.616616,128.186,clone
Scene01_rgb_00015.jpg,car,574.2913,185.08995,592.23706,197.35292,-3.005832,182.2038,clone
Scene01_rgb_00015.jpg,car,62.73262,218.01817,132.82513,246.96945,-0.9576521,37.50398,clone
Scene01_rgb_00015.jpg,car,117.8276,216.26813,169.73166,245.41028,-1.003223,37.54828,clone
Scene01_rgb_00015.jpg,car,160.05067,211.60875,222.0472,242.05472,-1.041095,36.9373,clone
Scene01_rgb_00015.jpg,car,215.72586,209.97606,274.56638,232.61034,-1.100043,37.12743,clone
Scene01_rgb_00016.jpg,car,1033.1523,267.7223,1242.5035,372.21365,-2.456658,1.608153,clone
Scene01_rgb_00016.jpg,car,0.12422292,249.62532,64.67322,373.06375,2.41577,6.099851,clone
Scene01_rgb_00016.jpg,car,424.13403,197.19353,481.2613,231.11247,1.789279,28.77405,clone
Scene01_rgb_00016.jpg,car,651.24133,179.04124,699.5284,211.32655,-1.647861,32.31284,clone
Scene01_rgb_00016.jpg,car,464.55188,195.0172,504.27618,223.77277,1.772943,34.3469,clone
Scene01_rgb_00016.jpg,car,496.1163,185.53055,532.74664,215.60437,1.714315,49.28389,clone
Scene01_rgb_00016.jpg,car,538.7664,187.17615,557.2994,203.89467,1.672949,60.14958,clone
Scene01_rgb_00016.jpg,car,635.109,178.9743,658.888,194.02733,-1.612377,81.68694,clone
Scene01_rgb_00016.jpg,car,698.10767,166.3328,729.9486,185.72368,-3.252053,74.53581,clone
Scene01_rgb_00016.jpg,car,568.00793,183.94308,587.4813,196.61427,-1.506992,86.04564,clone
Scene01_rgb_00016.jpg,car,558.6119,185.05537,577.90753,199.15462,1.635844,74.98663,clone
Scene01_rgb_00016.jpg,car,580.6579,183.67372,598.1615,195.57347,1.635801,102.8423,clone
Scene01_rgb_00016.jpg,car,45.7036,216.37845,115.65207,250.13896,-0.9440404,36.46513,clone
Scene01_rgb_00016.jpg,car,100.15831,215.60477,156.82729,245.65056,-0.9900789,36.50899,clone
Scene01_rgb_00016.jpg,car,146.11984,209.62494,207.02396,243.79668,-1.028288,35.89752,clone
Scene01_rgb_00016.jpg,car,201.09845,208.53375,259.6105,239.90817,-1.088098,36.08718,clone
Scene01_rgb_00017.jpg,car,414.2811,198.95522,476.17554,234.17732,1.797954,27.73468,clone
Scene01_rgb_00017.jpg,car,653.6638,176.74396,700.55066,211.3507,-1.649952,31.2722,clone
Scene01_rgb_00017.jpg,car,459.06003,194.32639,503.22165,225.12744,1.779055,33.30749,clone
Scene01_rgb_00017.jpg,car,491.6316,186.07477,530.51404,217.08955,1.717276,48.24434,clone
Scene01_rgb_00017.jpg,car,536.6311,187.17508,555.07104,203.54893,1.674922,59.10995,clone
Scene01_rgb_00017.jpg,car,639.24066,178.881,659.12585,194.78944,-1.612733,80.64587,clone
Scene01_rgb_00017.jpg,car,566.18005,184.1618,584.67126,197.15186,-1.506094,85.00574,clone
Scene01_rgb_00017.jpg,car,558.6384,185.25685,576.96533,198.92726,1.637012,73.94681,clone
Scene01_rgb_00017.jpg,car,572.9397,183.66391,589.36786,195.50443,1.61473,96.29594,clone
Scene01_rgb_00017.jpg,car,584.7863,182.70471,600.8076,194.01506,1.606074,112.6651,clone
Scene01_rgb_00017.jpg,car,637.78845,178.51503,659.49475,194.12674,-1.606556,120.0069,clone
Scene01_rgb_00017.jpg,car,28.54893,218.55974,101.0147,253.44182,-0.930089,35.42842,clone
Scene01_rgb_00017.jpg,car,88.3333,217.36302,141.13704,249.15918,-0.9765758,35.47194,clone
Scene01_rgb_00017.jpg,car,131.05867,211.90839,190.47993,246.932,-1.015093,34.86012,clone
Scene01_rgb_00017.jpg,car,185.6423,210.84526,243.09822,245.99202,-1.075764,35.04945,clone
Scene01_rgb_00018.jpg,car,406.37643,197.34418,469.64758,236.13701,1.808432,26.59518,clone
Scene01_rgb_00018.jpg,car,653.4999,175.84747,703.02277,212.79149,-1.652276,30.13192,clone
Scene01_rgb_00018.jpg,car,460.2551,194.59395,501.20435,224.51811,1.786395,32.16802,clone
